NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	实力包编号	AI类型	表现AI包编号	NPC类型	是否转身	模型编号	模型半径	图片	材质类型	脚本编号	级别	怪物强度	跑步速度	修为经验	掉落	掉落数量	技能表	主动被动	响应范围	走路速度	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	缩放	武器名称	武器持握方式	武器类型	出生状态	随机动作	刷新时间	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	碰撞时对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	不能移动	攻击防御比重	防御概率	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	接任务表	交任务表	善恶参数	时间轴	格挡方式(-1表示不格挡)	破防几率	破防使用技能	格挡CD	使用轻功	轻功使用概率(默认为0)	脱战回血	连招表	加载蓝条	黑幕对话	不会反击	动作集	无受击动作（1不播放）	上半身受击动作（1不播放）	NPC优先显示	动态图标	商店ID	天气包	是否可见	动态副本积分	动态buff包	动态技能包	动态副本限制套路标志	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
npcclonetl_wnjx_02_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_wd_qfjf01,5,0;Npc_wd_qfjf02,5,0;Npc_wd_qfjf03,5,0;Npc_wd_qfjf04,5,0;Npc_wd_qfjf05,5,0;Npc_wd_qfjf06,5,0;Npc_wd_qfjf07,5,0;Npc_wd_qfjf02_sky,5,0;Npc_wd_qfjf06_sky,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_wd_qfjf01	1005	"1003,0"	1463	1					5	1		20	15							2h	1	1													
npcclonetl_ynjx_02_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_wd_qfjf01,5,0;Npc_wd_qfjf02,5,0;Npc_wd_qfjf03,5,0;Npc_wd_qfjf04,5,0;Npc_wd_qfjf05,5,0;Npc_wd_qfjf06,5,0;Npc_wd_qfjf07,5,0;Npc_wd_qfjf02_sky,5,0;Npc_wd_qfjf06_sky,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_wd_qfjf01	1005	"1003,0"	1464	1					5	1		20	15							2h	1	1													
npcclonetl_chjx_03_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_em_lbc01,5,0;jn_tg_yanxing,1,0;Npc_em_lbc02,5,0;Npc_em_lbc03,5,0;Npc_em_lbc04,5,0;Npc_em_lbc05,5,0;Npc_em_lbc06,5,0;Npc_em_lbc07,5,0;Npc_em_lbc08,5,0;Npc_em_lbc06_sky,5,0"	0	50	1.5		2		5		npc_foundplayer							dknife2_2				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_em_lbc01	1005	"1003,0"	1448	1					5	1		20	15							6h	1	1													
npcclonetl_tnjx_03_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_em_lbc01,5,0;jn_tg_yanxing,1,0;Npc_em_lbc02,5,0;Npc_em_lbc03,5,0;Npc_em_lbc04,5,0;Npc_em_lbc05,5,0;Npc_em_lbc06,5,0;Npc_em_lbc07,5,0;Npc_em_lbc08,5,0;Npc_em_lbc06_sky,5,1"	0	50	1.5		2		5		npc_foundplayer							dknife2_2				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_em_lbc01	1005	"1003,0"	1449	1					5	1		20	15							6h	1	1													
npcclonetl_znjx_03_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_em_lbc01,5,0;jn_tg_yanxing,1,0;Npc_em_lbc02,5,0;Npc_em_lbc03,5,0;Npc_em_lbc04,5,0;Npc_em_lbc05,5,0;Npc_em_lbc06,5,0;Npc_em_lbc07,5,0;Npc_em_lbc08,5,0;Npc_em_lbc06_sky,5,2"	0	50	1.5		2		5		npc_foundplayer							dknife2_2				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_em_lbc01	1005	"1003,0"	1450	1					5	1		20	15							6h	1	1													
npcclonetl_wnjx_03_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_em_lbc01,5,0;jn_tg_yanxing,1,0;Npc_em_lbc02,5,0;Npc_em_lbc03,5,0;Npc_em_lbc04,5,0;Npc_em_lbc05,5,0;Npc_em_lbc06,5,0;Npc_em_lbc07,5,0;Npc_em_lbc08,5,0;Npc_em_lbc06_sky,5,3"	0	50	1.5		2		5		npc_foundplayer							dknife2_2				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_em_lbc01	1005	"1003,0"	1451	1					5	1		20	15							6h	1	1													
npcclonetl_ynjx_03_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_em_lbc01,5,0;jn_tg_yanxing,1,0;Npc_em_lbc02,5,0;Npc_em_lbc03,5,0;Npc_em_lbc04,5,0;Npc_em_lbc05,5,0;Npc_em_lbc06,5,0;Npc_em_lbc07,5,0;Npc_em_lbc08,5,0;Npc_em_lbc06_sky,5,4"	0	50	1.5		2		5		npc_foundplayer							dknife2_2				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_em_lbc01	1005	"1003,0"	1452	1					5	1		20	15							6h	1	1													
npcclonetl_chjx_04_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_gb_lhz01,5,0;Npc_gb_lhz02,5,0;Npc_gb_lhz03,5,0;Npc_gb_lhz04,5,0;Npc_gb_lhz05,5,0;Npc_gb_lhz06,5,0;Npc_gb_lhz07,5,0;Npc_gb_lhz08,5,0;jn_tg_yanxing,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1433	1					5	1		20	15							0h	1	1													
npcclonetl_tnjx_04_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_gb_lhz01,5,0;Npc_gb_lhz02,5,0;Npc_gb_lhz03,5,0;Npc_gb_lhz04,5,0;Npc_gb_lhz05,5,0;Npc_gb_lhz06,5,0;Npc_gb_lhz07,5,0;Npc_gb_lhz08,5,0;jn_tg_yanxing,1,1"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1434	1					5	1		20	15							0h	1	1													
npcclonetl_znjx_04_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_gb_lhz01,5,0;Npc_gb_lhz02,5,0;Npc_gb_lhz03,5,0;Npc_gb_lhz04,5,0;Npc_gb_lhz05,5,0;Npc_gb_lhz06,5,0;Npc_gb_lhz07,5,0;Npc_gb_lhz08,5,0;jn_tg_yanxing,1,2"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1435	1					5	1		20	15							0h	1	1													
npcclonetl_wnjx_04_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_gb_lhz01,5,0;Npc_gb_lhz02,5,0;Npc_gb_lhz03,5,0;Npc_gb_lhz04,5,0;Npc_gb_lhz05,5,0;Npc_gb_lhz06,5,0;Npc_gb_lhz07,5,0;Npc_gb_lhz08,5,0;jn_tg_yanxing,1,3"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1436	1					5	1		20	15							0h	1	1													
npcclonetl_ynjx_04_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_gb_lhz01,5,0;Npc_gb_lhz02,5,0;Npc_gb_lhz03,5,0;Npc_gb_lhz04,5,0;Npc_gb_lhz05,5,0;Npc_gb_lhz06,5,0;Npc_gb_lhz07,5,0;Npc_gb_lhz08,5,0;jn_tg_yanxing,1,4"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1437	1					5	1		20	15							0h	1	1													
npcclonetl_chjx_05_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jy_yzq01,5,0;Npc_jy_yzq02,5,0;Npc_jy_yzq03,5,0;Npc_jy_yzq04,5,0;Npc_jy_yzq05,5,0;Npc_jy_yzq06,5,0;Npc_jy_yzq07,5,0;Npc_jy_yzq07_sky,5,0;Npc_jy_yzq08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_jy_yzq01	1005	"1003,0"	1455	1					5	1		20	15							0h	1	1													
npcclonetl_tnjx_05_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jy_yzq01,5,0;Npc_jy_yzq02,5,0;Npc_jy_yzq03,5,0;Npc_jy_yzq04,5,0;Npc_jy_yzq05,5,0;Npc_jy_yzq06,5,0;Npc_jy_yzq07,5,0;Npc_jy_yzq07_sky,5,0;Npc_jy_yzq08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_jy_yzq01	1005	"1003,0"	1456	1					5	1		20	15							0h	1	1													
npcclonetl_znjx_05_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jy_yzq01,5,0;Npc_jy_yzq02,5,0;Npc_jy_yzq03,5,0;Npc_jy_yzq04,5,0;Npc_jy_yzq05,5,0;Npc_jy_yzq06,5,0;Npc_jy_yzq07,5,0;Npc_jy_yzq07_sky,5,0;Npc_jy_yzq08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_jy_yzq01	1005	"1003,0"	1457	1					5	1		20	15							0h	1	1													
npcclonetl_wnjx_05_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jy_yzq01,5,0;Npc_jy_yzq02,5,0;Npc_jy_yzq03,5,0;Npc_jy_yzq04,5,0;Npc_jy_yzq05,5,0;Npc_jy_yzq06,5,0;Npc_jy_yzq07,5,0;Npc_jy_yzq07_sky,5,0;Npc_jy_yzq08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_jy_yzq01	1005	"1003,0"	1458	1					5	1		20	15							0h	1	1													
npcclonetl_ynjx_05_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jy_yzq01,5,0;Npc_jy_yzq02,5,0;Npc_jy_yzq03,5,0;Npc_jy_yzq04,5,0;Npc_jy_yzq05,5,0;Npc_jy_yzq06,5,0;Npc_jy_yzq07,5,0;Npc_jy_yzq07_sky,5,0;Npc_jy_yzq08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_jy_yzq01	1005	"1003,0"	1459	1					5	1		20	15							0h	1	1													
npcclonetl_chjx_06_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jl_zfd01,5,0;Npc_jl_zfd02,5,0;Npc_jl_zfd03,5,0;Npc_jl_zfd04,5,0;Npc_jl_zfd05,5,0;Npc_jl_zfd06,5,0;Npc_jl_zfd07,5,0;Npc_jl_zfd07_sky,5,0;jn_tg_yanxing,1,0;jxxl_bpt_04,1,0"	0	50	1.5		2		5		npc_foundplayer							dsword1_2				-1	0											80001	80001	80001		80001										1000		2000	1		100						jxxl_bpt_04	1005	"1003,0"	1465	1					5	1		20	15							4h	1	1													
npcclonetl_tnjx_06_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jl_zfd01,5,0;Npc_jl_zfd02,5,0;Npc_jl_zfd03,5,0;Npc_jl_zfd04,5,0;Npc_jl_zfd05,5,0;Npc_jl_zfd06,5,0;Npc_jl_zfd07,5,0;Npc_jl_zfd07_sky,5,0;jn_tg_yanxing,1,0;jxxl_bpt_04,1,1"	0	50	1.5		2		5		npc_foundplayer							dsword1_3				-1	0											80002	80002	80002		80002										1000		2000	1		100						jxxl_bpt_04	1005	"1003,0"	1466	1					5	1		20	15							4h	1	1													
npcclonetl_znjx_06_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jl_zfd01,5,0;Npc_jl_zfd02,5,0;Npc_jl_zfd03,5,0;Npc_jl_zfd04,5,0;Npc_jl_zfd05,5,0;Npc_jl_zfd06,5,0;Npc_jl_zfd07,5,0;Npc_jl_zfd07_sky,5,0;jn_tg_yanxing,1,0;jxxl_bpt_04,1,2"	0	50	1.5		2		5		npc_foundplayer							dsword1_4				-1	0											80003	80003	80003		80003										1000		2000	1		100						jxxl_bpt_04	1005	"1003,0"	1467	1					5	1		20	15							4h	1	1													
npcclonetl_wnjx_06_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jl_zfd01,5,0;Npc_jl_zfd02,5,0;Npc_jl_zfd03,5,0;Npc_jl_zfd04,5,0;Npc_jl_zfd05,5,0;Npc_jl_zfd06,5,0;Npc_jl_zfd07,5,0;Npc_jl_zfd07_sky,5,0;jn_tg_yanxing,1,0;jxxl_bpt_04,1,3"	0	50	1.5		2		5		npc_foundplayer							dsword1_5				-1	0											80004	80004	80004		80004										1000		2000	1		100						jxxl_bpt_04	1005	"1003,0"	1468	1					5	1		20	15							4h	1	1													
npcclonetl_ynjx_06_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jl_zfd01,5,0;Npc_jl_zfd02,5,0;Npc_jl_zfd03,5,0;Npc_jl_zfd04,5,0;Npc_jl_zfd05,5,0;Npc_jl_zfd06,5,0;Npc_jl_zfd07,5,0;Npc_jl_zfd07_sky,5,0;jn_tg_yanxing,1,0;jxxl_bpt_04,1,4"	0	50	1.5		2		5		npc_foundplayer							dsword1_6				-1	0											80005	80005	80005		80005										1000		2000	1		100						jxxl_bpt_04	1005	"1003,0"	1469	1					5	1		20	15							4h	1	1													
npcclonetl_chjx_07_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jz_xytf03,5,0;Npc_jz_xytf01,5,0;Npc_jz_xytf02,5,0;Npc_jz_xytf04,5,0;Npc_jz_xytf05,5,0;Npc_jz_xytf06,5,0;Npc_jz_xytf07,5,0;jn_tg_yanxing,1,0;Npc_jz_xytf07_sky,5,0"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_jz_xytf01	1005	"1003,0"	1438	1					5	1		20	15							0h	1	1													
npcclonetl_tnjx_07_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jz_xytf03,5,0;Npc_jz_xytf01,5,0;Npc_jz_xytf02,5,0;Npc_jz_xytf04,5,0;Npc_jz_xytf05,5,0;Npc_jz_xytf06,5,0;Npc_jz_xytf07,5,0;jn_tg_yanxing,1,0;Npc_jz_xytf07_sky,5,1"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_jz_xytf01	1005	"1003,0"	1439	1					5	1		20	15							0h	1	1													
npcclonetl_znjx_07_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jz_xytf03,5,0;Npc_jz_xytf01,5,0;Npc_jz_xytf02,5,0;Npc_jz_xytf04,5,0;Npc_jz_xytf05,5,0;Npc_jz_xytf06,5,0;Npc_jz_xytf07,5,0;jn_tg_yanxing,1,0;Npc_jz_xytf07_sky,5,2"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_jz_xytf01	1005	"1003,0"	1440	1					5	1		20	15							0h	1	1													
npcclonetl_wnjx_07_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jz_xytf03,5,0;Npc_jz_xytf01,5,0;Npc_jz_xytf02,5,0;Npc_jz_xytf04,5,0;Npc_jz_xytf05,5,0;Npc_jz_xytf06,5,0;Npc_jz_xytf07,5,0;jn_tg_yanxing,1,0;Npc_jz_xytf07_sky,5,3"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_jz_xytf01	1005	"1003,0"	1441	1					5	1		20	15							0h	1	1													
npcclonetl_ynjx_07_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jz_xytf03,5,0;Npc_jz_xytf01,5,0;Npc_jz_xytf02,5,0;Npc_jz_xytf04,5,0;Npc_jz_xytf05,5,0;Npc_jz_xytf06,5,0;Npc_jz_xytf07,5,0;jn_tg_yanxing,1,0;Npc_jz_xytf07_sky,5,4"	0	50	1.5		2		5		npc_foundplayer							hand1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_jz_xytf01	1005	"1003,0"	1442	1					5	1		20	15							0h	1	1													
npcclonetl_chjx_08_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_tm_jsc01,5,0;Npc_tm_jsc02,5,0;Npc_tm_jsc03,5,0;Npc_tm_jsc04,5,0;Npc_tm_jsc05,5,0;Npc_tm_jsc06,5,0;Npc_tm_jsc07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							knife1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_tm_jsc07	1005	"1003,0"	1475	1					5	1		20	15							3h	1	1													
npcclonetl_tnjx_08_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_tm_jsc01,5,0;Npc_tm_jsc02,5,0;Npc_tm_jsc03,5,0;Npc_tm_jsc04,5,0;Npc_tm_jsc05,5,0;Npc_tm_jsc06,5,0;Npc_tm_jsc07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"	0	50	1.5		2		5		npc_foundplayer							knife1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_tm_jsc07	1005	"1003,0"	1476	1					5	1		20	15							3h	1	1													
npcclonetl_znjx_08_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_tm_jsc01,5,0;Npc_tm_jsc02,5,0;Npc_tm_jsc03,5,0;Npc_tm_jsc04,5,0;Npc_tm_jsc05,5,0;Npc_tm_jsc06,5,0;Npc_tm_jsc07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"	0	50	1.5		2		5		npc_foundplayer							knife1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_tm_jsc07	1005	"1003,0"	1477	1					5	1		20	15							3h	1	1													
npcclonetl_wnjx_08_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_tm_jsc01,5,0;Npc_tm_jsc02,5,0;Npc_tm_jsc03,5,0;Npc_tm_jsc04,5,0;Npc_tm_jsc05,5,0;Npc_tm_jsc06,5,0;Npc_tm_jsc07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"	0	50	1.5		2		5		npc_foundplayer							knife1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_tm_jsc07	1005	"1003,0"	1478	1					5	1		20	15							3h	1	1													
npcclonetl_ynjx_08_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_tm_jsc01,5,0;Npc_tm_jsc02,5,0;Npc_tm_jsc03,5,0;Npc_tm_jsc04,5,0;Npc_tm_jsc05,5,0;Npc_tm_jsc06,5,0;Npc_tm_jsc07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"	0	50	1.5		2		5		npc_foundplayer							knife1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_tm_jsc07	1005	"1003,0"	1479	1					5	1		20	15							3h	1	1													
npcclonetl_chjx_10_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_mjh01,5,0;Npc_jh_mjh02,5,0;Npc_jh_mjh03,5,0;Npc_jh_mjh04,5,0;Npc_jh_mjh05,5,0;Npc_jh_mjh06,5,0;Npc_jh_mjh07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_jh_mjh03	1005	"1003,0"	5191	1					5	1		20	15							3h	1	1													
npcclonetl_tnjx_10_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_mjh01,5,0;Npc_jh_mjh02,5,0;Npc_jh_mjh03,5,0;Npc_jh_mjh04,5,0;Npc_jh_mjh05,5,0;Npc_jh_mjh06,5,0;Npc_jh_mjh07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_jh_mjh03	1005	"1003,0"	5192	1					5	1		20	15							3h	1	1													
npcclonetl_znjx_10_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_mjh01,5,0;Npc_jh_mjh02,5,0;Npc_jh_mjh03,5,0;Npc_jh_mjh04,5,0;Npc_jh_mjh05,5,0;Npc_jh_mjh06,5,0;Npc_jh_mjh07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_jh_mjh03	1005	"1003,0"	5193	1					5	1		20	15							3h	1	1													
npcclonetl_wnjx_10_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_mjh01,5,0;Npc_jh_mjh02,5,0;Npc_jh_mjh03,5,0;Npc_jh_mjh04,5,0;Npc_jh_mjh05,5,0;Npc_jh_mjh06,5,0;Npc_jh_mjh07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_jh_mjh03	1005	"1003,0"	5194	1					5	1		20	15							3h	1	1													
npcclonetl_ynjx_10_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_mjh01,5,0;Npc_jh_mjh02,5,0;Npc_jh_mjh03,5,0;Npc_jh_mjh04,5,0;Npc_jh_mjh05,5,0;Npc_jh_mjh06,5,0;Npc_jh_mjh07,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_jh_mjh03	1005	"1003,0"	5195	1					5	1		20	15							3h	1	1													
npcclonetl_chjx_11_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_jyjf01,5,0;Npc_jh_jyjf02,5,0;Npc_jh_jyjf03,5,0;Npc_jh_jyjf04,5,0;Npc_jh_jyjf05,5,0;Npc_jh_jyjf06,5,0;Npc_jh_jyjf07,5,0;Npc_jh_jyjf08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						Npc_jh_jyjf01	1005	"1003,0"	5477	1					5	1		20	15							2h	1	1													
npcclonetl_tnjx_11_a	贪念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_jyjf01,5,0;Npc_jh_jyjf02,5,0;Npc_jh_jyjf03,5,0;Npc_jh_jyjf04,5,0;Npc_jh_jyjf05,5,0;Npc_jh_jyjf06,5,0;Npc_jh_jyjf07,5,0;Npc_jh_jyjf08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80002	80002	80002		80002										1000		2000	1		100						Npc_jh_jyjf01	1005	"1003,0"	5478	1					5	1		20	15							2h	1	1													
npcclonetl_znjx_11_a	执念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_jyjf01,5,0;Npc_jh_jyjf02,5,0;Npc_jh_jyjf03,5,0;Npc_jh_jyjf04,5,0;Npc_jh_jyjf05,5,0;Npc_jh_jyjf06,5,0;Npc_jh_jyjf07,5,0;Npc_jh_jyjf08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80003	80003	80003		80003										1000		2000	1		100						Npc_jh_jyjf01	1005	"1003,0"	5479	1					5	1		20	15							2h	1	1													
npcclonetl_wnjx_11_a	妄念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_jyjf01,5,0;Npc_jh_jyjf02,5,0;Npc_jh_jyjf03,5,0;Npc_jh_jyjf04,5,0;Npc_jh_jyjf05,5,0;Npc_jh_jyjf06,5,0;Npc_jh_jyjf07,5,0;Npc_jh_jyjf08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80004	80004	80004		80004										1000		2000	1		100						Npc_jh_jyjf01	1005	"1003,0"	5480	1					5	1		20	15							2h	1	1													
npcclonetl_ynjx_11_a	怨念	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_jyjf01,5,0;Npc_jh_jyjf02,5,0;Npc_jh_jyjf03,5,0;Npc_jh_jyjf04,5,0;Npc_jh_jyjf05,5,0;Npc_jh_jyjf06,5,0;Npc_jh_jyjf07,5,0;Npc_jh_jyjf08,5,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	50	1.5		2		5		npc_foundplayer							sword1_1				-1	0											80005	80005	80005		80005										1000		2000	1		100						Npc_jh_jyjf01	1005	"1003,0"	5481	1					5	1		20	15							2h	1	1													
npcclonetl_chjx_09_a	仇恨	BossNpc		207	1	4	184		npc\b_xinmo	1				82	3	6				"Npc_jh_tmjt01,2,0;Npc_jh_tmjt02,2,0;Npc_jh_tmjt03,2,0;Npc_jh_tmjt04,2,0;Npc_jh_tmjt05,2,0;Npc_jh_tmjt06,2,0;Npc_jh_tmjt07,2,0;"	0	50	1.5		2		5		npc_foundplayer							blade1_1				-1	0											80001	80001	80001		80001										1000		2000	1		100						jxxl_bpt_01	1005	"1003,0"	1704	1					5	1		20	15							1h	1	1													
