NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
EventNpc86819_2	EventNpc	锦衣卫门派内	npc\worldnpc140	47	4	5		2	86819	1	1						
EventNpc87017-3	EventNpc	极乐谷清扫点	npc\worldnpc140	47	4	8		2	87017	1	1						
Event_qy_120401_shaolin09	EventNpc	添加跳跃Buff触发NPC	npc\itemnpc057e	47	4	45		6		1	1	Adventure\yd\qy_120401_shaolin_addbuf.lua					
Event_qy_120401_shaolin10	EventNpc	传送出水府洞天触发NPC	npc\itemnpc057e	47	4	10		6		1	1	Adventure\yd\qy_120401_shaolin_delbuf.lua		13842			
EventNpc86819_3	EventNpc	锦衣卫门派内	npc\worldnpc140	47	4	5		2	86819	1	1						
	//极乐谷三内投放触发npc																
qy_120301_school04_event_in7057	EventNpc	入洞触发npc	npc\worldnpc140	47	4	5		6		1	1	Adventure\jilegu\qy_120301_jilegu_event_rudong.lua		23459			
qy_120301_school04_event_out7057	EventNpc	出洞触发npc	npc\worldnpc140	47	4	5		6		1	1	Adventure\jilegu\qy_120301_jilegu_event_dongkou.lua					
qy_120301_school04_event_inMWY7053	EventNpc	世界场景莫无言进触发npc	npc\worldnpc140	47	4	5		6		1	1	Adventure\jilegu\qy_120301_jilegu_event_MWY.lua		23460			
qy_120301_school04_event_inXJK7053	EventNpc	世界场景邢君可进触发npc	npc\worldnpc140	47	4	5		6		1	1	Adventure\jilegu\qy_120301_jilegu_event_XJK.lua		14556			
	//峨嵋三内触发npc																
Event_qy_em3n_01	EventNpc	成都沈家堡进	npc\worldnpc140	47	4	15		6	18468	1	1						
Event_qy_em3n_02	EventNpc	成都沈家堡出	npc\worldnpc141	47	4	15		6		1	1						
	//引导触发Npc																
EventNpc457	EventNpc	锦衣卫	npc\worldnpc140	47	4	4		2	457	1	1						
EventNpc458	EventNpc	丐帮	npc\worldnpc140	47	4	4		2	458	1	1						
EventNpc459	EventNpc	君子堂	npc\worldnpc140	47	4	4		2	459	1	1						
EventNpc460	EventNpc	极乐谷	npc\worldnpc140	47	4	4		2	460	1	1						
EventNpc461	EventNpc	唐门	npc\worldnpc140	47	4	4		2	461	1	1						
EventNpc462	EventNpc	峨眉	npc\worldnpc140	47	4	4		2	462	1	1						
EventNpc463	EventNpc	武当	npc\worldnpc140	47	4	4		2	463	1	1						
EventNpc464	EventNpc	少林	npc\worldnpc140	47	4	4		2	464	1	1						
																	
EventNpc443	EventNpc	千灯镇	npc\worldnpc140	47	4	4		2	443	1	1						
EventNpc444	EventNpc	烟雨庄	npc\worldnpc140	47	4	4		2	444	1	1						
EventNpc445	EventNpc	成都	npc\worldnpc140	47	4	4		2	445	1	1						
EventNpc446	EventNpc	鸡鸣驿	npc\worldnpc140	47	4	4		2	446	1	1						
EventNpc86721	EventNpc	前方	npc\worldnpc140	47	4	10		2	86721	1	2						
																	
EventNpc86523	EventNpc	青云堡附近	npc\worldnpc140	47	4	10		2	86523	1	2						
EventNpc86923	EventNpc	书斋二楼	npc\worldnpc140	47	4	3		2	86923	1	3						
																	
EventNpc87023	EventNpc	青云堡附近	npc\worldnpc140	47	4	10		2	87023	1	2						
																	
																	
EventNpc86623_1	EventNpc	触发地区	npc\worldnpc140	47	4	5		2	86623	1	1						
																	
EventNpc1211	EventNpc	奇遇新手引导任务。山洞出发点。千灯镇	npc\worldnpc140	47	4	14		2	1211	1	1						
EventNpc1212	EventNpc	奇遇新手引导任务。山洞出发点。烟雨庄	npc\worldnpc140	47	4	14		2	1212	1	1						
EventNpc1213	EventNpc	奇遇新手引导任务。山洞出发点。成都	npc\worldnpc140	47	4	14		2	1213	1	1						
EventNpc1214	EventNpc	奇遇新手引导任务。山洞出发点。鸡鸣驿	npc\worldnpc140	47	4	14		2	1214	1	1						
EventNpc1215	EventNpc	奇遇新手引导任务。山洞出发点。千灯镇	npc\worldnpc140	47	4	14		2	1215	1	1						
EventNpc84628_2	EventNpc	指引玩家前往苏州打探	npc\worldnpc140	47	4	10		2	84628	1	1						
EventNpc84632_1	EventNpc	前往谷口追踪偷听的人	npc\worldnpc140	47	4	10		2	84632	1	1						
EventNpc84632_2	EventNpc	虞绾绾有难，赶回相救	npc\worldnpc140	47	4	10	191	4	84632	1	1						
EventNpc84633	EventNpc	送别隐风虞绾绾，收信	npc\worldnpc140	47	4	10	193	4	84633	1	1						
EventNpc84633_1	EventNpc	前往谷口祭拜慕容少玄	npc\worldnpc140	47	4	10	192	4	84633	1	1						
EventNpc84642_2	EventNpc	指引玩家前往苏州打探	npc\worldnpc140	47	4	10		2	84642	1	1						
EventNpc84646_1	EventNpc	前往谷口追踪偷听的人	npc\worldnpc140	47	4	10		2	84646	1	1						
EventNpc84646_2	EventNpc	虞绾绾有难，赶回相救	npc\worldnpc140	47	4	10	191	4	84646	1	1						
EventNpc84647	EventNpc	送别隐风虞绾绾，收信	npc\worldnpc140	47	4	10	193	4	84647	1	1						
EventNpc84647_1	EventNpc	前往谷口祭拜慕容少玄	npc\worldnpc140	47	4	10	192	4	84647	1	1						
EventNpc84642	EventNpc	绾绾决定跟随老尼出家	npc\worldnpc140	47	4	8	160	4	84641	1	1						
EventNpc84643	EventNpc	驿站血案，老尼身亡	npc\worldnpc140	47	4	8	161	4	84641	1	1						
EventNpc84648	EventNpc	成都酒店	npc\worldnpc140	47	4	10		2	84648	1	1						
EventNpc0001	EventNpc	战场刷兵触发	npc\worldnpc140	47	4	10				1							
EventNpc0002	EventNpc	战场刷兵触发	npc\worldnpc140	47	4	10				1							
																	
	//江湖至宝相关																
EventNpc9527	EventNpc	战场刷兵触发	npc\worldnpc140	47	4	50				1							
EventNpc9528	EventNpc	战场刷兵触发	npc\worldnpc140	47	4	30				1					1		
EventNpc9529	EventNpc	战场刷兵触发	npc\worldnpc140	47	4	10				1					1		
EventNpc_cwqy_cc	EventNpc	桃子奇遇-完成任务触发NPC	npc\worldnpc140	47	4	2		2	12222	1	1						
	//巡逻任务触发分组																
EventNpc_xl_jy01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1545				
EventNpc_xl_jy02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1546				
EventNpc_xl_gb01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1547				
EventNpc_xl_gb02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1548				
EventNpc_xl_jz01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1549				
EventNpc_xl_jz02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1550				
EventNpc_xl_jl01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1551				
EventNpc_xl_jl02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1552				
EventNpc_xl_tm01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1553				
EventNpc_xl_tm02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1554				
EventNpc_xl_em01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1555				
EventNpc_xl_em02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1556				
EventNpc_xl_wd01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1557				
EventNpc_xl_wd02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1558				
EventNpc_xl_sl01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			1559				
EventNpc_xl_sl02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			1560				
EventNpc_xl	EventNpc	触发地区	npc\worldnpc140	47	4	5		2		1	1						
EventNpc_ds	EventNpc	触发地区	npc\worldnpc140	47	4	5		2		1	1						
EventNpc_hs	EventNpc	触发地区	npc\worldnpc140	47	4	5		2		1	1						
EventNpc_xl_mj01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			5218				
EventNpc_xl_mj02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			5217				
EventNpc_xl_ts01	EventNpc	巡逻触发	npc\worldnpc140	47	4	20		6		1			5487				
EventNpc_xl_ts02	EventNpc	巡逻离开	npc\worldnpc140	47	4	50		6		1			5488				
EventNpc_jl_xh01	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1644				
EventNpc_jl_xh02	EventNpc	路段2触发	npc\worldnpc141	47	4	10		2		1			1648				
EventNpc_jl_xh03	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1651				
EventNpc_jl_xh04	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1							
EventNpc_jl_xh05	EventNpc	路段5触发	npc\worldnpc144	47	4	10		2		1							
EventNpc_jl_xh01_2	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1646				
EventNpc_jl_xh01_3	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1696				
EventNpc_jl_xh01_4	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1697				
EventNpc_jl_xh02_2	EventNpc	路段2触发	npc\worldnpc141	47	4	10		2		1			1649				
EventNpc_jl_xh02_3	EventNpc	路段2触发	npc\worldnpc141	47	4	10		2		1			1650				
EventNpc_jl_xh02_4	EventNpc	路段2触发	npc\worldnpc141	47	4	10		2		1							
EventNpc_jl_xh03_2	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1652				
EventNpc_jl_xh03_3	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1653				
EventNpc_jl_xh03_4	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1654				
EventNpc_jl_xh03_5	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1655				
EventNpc_jl_xh03_6	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1			1656				
EventNpc_jl_xh03_7	EventNpc	路段3触发	npc\worldnpc142	47	4	10		2		1							
EventNpc_jl_xh04_13	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1			1657				
EventNpc_jl_xh04_14	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1			1658				
EventNpc_jl_xh04_15	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1			1659				
EventNpc_jl_xh04_16	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1			1660				
EventNpc_jl_xh04_17	EventNpc	路段4触发	npc\worldnpc143	47	4	10		2		1							
EventNpc_jl_xh08	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1749				
EventNpc_jl_xh06	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1752				
EventNpc_jl_xh07	EventNpc	路段1触发	npc\worldnpc140	47	4	10		2		1			1751				
																	
	//夫妻任务触发																
EventNpc_marry_01	EventNpc	桃花温泉	npc\worldnpc080	47	4	10		2	923	1	2						
EventNpc_marry_02	EventNpc	桃花温泉	npc\worldnpc080	47	4	10		2	924	1	2						
EventNpc_marry_03	EventNpc	许愿	npc\worldnpc080	47	4	10		2		1	2						
EventNpc_marry_04	EventNpc	地痞触发	npc\worldnpc080	47	4	10		2	27541	1	2						
EventNpc_marry_05	EventNpc	地痞触发	npc\worldnpc080	47	4	10		2	27543	1	2						
EventNpc_marry_06	EventNpc	团圆宴	npc\worldnpc080	47	4	10		2		1							
																	
	//少林四内																
Event_4nei_sl_55008_1	EventNpc	少林四内任务55008触发NPC	npc\worldnpc140	47	4	2		2	55008	1	1						
Event_4nei_sl_55008	EventNpc	少林四内任务55008触发NPC	npc\worldnpc140	47	4	2		2	55008	1	1						
Event_4nei_sl_55021	EventNpc	少林四内任务55021触发NPC	npc\worldnpc140	47	4	2		2	55021	1	1						
Event_4nei_sl_55023	EventNpc	少林四内任务55023触发NPC	npc\worldnpc140	47	4	2	5958	4	55023	1	1						
Event_4nei_sl_55025	EventNpc	少林四内任务55025触发NPC	npc\worldnpc140	47	4	2		2	55025	1	1						
Event_4nei_sl_55026	EventNpc	少林四内任务55026触发NPC	npc\worldnpc140	47	4	2		2	55026	1	1						
Event_4nei_sl_55012	EventNpc	少林四内任务55012触发NPC	npc\worldnpc140	47	4	10		2	55012	1	1						
Event_4nei_wd_yc	EventNpc	三内投放武当强制目标NPC	npc\itemnpc057e	47	4	10		2	55505	1	2						
Event_4nei_sl_55006	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	2		2	55006	1	1						
Event_4nei_sl_55011	EventNpc	少林四内任务55011触发NPC	npc\worldnpc140	47	4	2		2	55011	1	1						
Event_4nei_sl_55011_1	EventNpc	少林四内任务55011触发NPC	npc\worldnpc140	47	4	2		2	55011	1	1						
Event_4nei_sl_55002	EventNpc	少林四内任务55002触发NPC	npc\worldnpc140	47	4	2		2	55002	1	1						
Event_qygp_cc_18911	EventNpc	少林四内任务55026触发NPC	npc\worldnpc140	47	4	2		2	18911	1	1						
Event_qygp_cc_18913	EventNpc	少林四内任务55012触发NPC	npc\worldnpc140	47	4	10		2	18913	1	1						
	//极乐谷四内																
npc_4nei_jlg_blood1	EventNpc	血迹	npc\itemnpc162	47	4	2		2	58002	0	1						
npc_4nei_jlg_blood2	EventNpc	血迹	npc\itemnpc162	47	4	2		2	58002	0	2						
npc_4nei_jlg_st1	EventNpc	尸体	npc\itemnpc409	47	4	2		2	58003	0	1						
npc_4nei_jlg_st2	EventNpc	尸体	npc\itemnpc408	47	4	2		2	58003	0	2						
npc_4nei_jlg_st3	EventNpc	尸体	npc\itemnpc409	47	4	2		2	58003	0	3						
npc_4nei_jlg_st4	EventNpc	尸体	npc\itemnpc408	47	4	2		2	58004	0	4						
npc_4nei_jlg_blood3	EventNpc	血迹	npc\itemnpc162	47	4	2		2	58004	0	1						
npc_4nei_jlg_blood4	EventNpc	血迹	npc\itemnpc162	47	4	2		2	58004	0	2						
npc_4nei_jlg_blood5	EventNpc	血迹	npc\itemnpc162	47	4	2		2	58004	0	3						
npc_4nei_jlg_evt1	EventNpc	触发1	npc\itemnpc408	47	4	2		2	58011	1	1						
npc_4nei_jlg_evt2	EventNpc	触发2	npc\itemnpc408	47	4	2		2	58011	1	3						
npc_4nei_jlg_evt3	EventNpc	触发3	npc\itemnpc408	47	4	2		2	58012	1	2						
npc_4nei_jlg_evt4	EventNpc	触发4	npc\itemnpc408	47	4	2		2	58013	1	1						
npc_4nei_jlg_evt5	EventNpc	触发5	npc\itemnpc408	47	4	2		2	58015	1	1						
npc_4nei_jlg_evt6	EventNpc	触发6	npc\itemnpc408	47	4	2		2	58016	1	2						
npc_4nei_jlg_evt7	EventNpc	触发7	npc\itemnpc408	47	4	2		2	58017	1	1						
npc_4nei_jlg_evt8	EventNpc	触发8	npc\itemnpc408	47	4	2		2	58017	1	2						
npc_4nei_jlg_evt9	EventNpc	触发9	npc\itemnpc408	47	4	2		2	58017	1	3						
npc_4nei_jlg_evt10	EventNpc	触发10	npc\itemnpc408	47	4	2		2	58018	1	1						
npc_4nei_jlg_evt11	EventNpc	触发11	npc\itemnpc408	47	4	2		2	58019	1	1						
npc_4nei_jlg_evt12	EventNpc	触发12	npc\itemnpc408	47	4	2		2	58020	1	1						
npc_4nei_jlg_evt13	EventNpc	触发13	npc\itemnpc408	47	4	2		2	58021	1	1						
npc_4nei_jlg_evt14	EventNpc	触发14	npc\itemnpc408	47	4	2		2	58022	1	1						
npc_4nei_jlg_evt15	EventNpc	触发15	npc\itemnpc408	47	4	2		2	58023	1	1						
	//君子堂四内																
npc_4nei_jzt_levt01	EventNpc	触发1	npc\itemnpc408	47	4	2		2	57063	1	1						
	//武当四内																
Event_4nei_chulai	EventNpc	武当4内	npc\itemnpc057e	47	4	50		6		1	1	Adventure\em3n\EventNpc_em3n_shandong_out.lua					
Event_4nei_chulai2	EventNpc	武当4内	npc\itemnpc057e	47	4	40		6		1	1	Adventure\em3n\EventNpc_em3n_shandong_out.lua					
Event_4nei_wd_55516	EventNpc	武当4内	npc\itemnpc057e	47	4	10		2	55516	1	1						
Event_4nei_wd_55518	EventNpc	武当4内	npc\itemnpc057e	47	4	10		2	55518	1	1						
Event_4nei_wd_55522	EventNpc	武当4内	npc\itemnpc057e	47	4	3	5913	4	55525	1	1						
Event_4nei_wd_55505	EventNpc	武当4内	npc\itemnpc057e	47	4	3		2	55528	1	1						
																	
	//万人擂台																
EventNpc_match_01	EventNpc	擂台触发npc	npc\huashanleitai	47	4	20		2		1	1		2082				
EventNpc_xjz_12	EventNpc	隐藏1	npc\worldnpc065	47	4	20		2	38915	1	1						
EventNpc_xjz_13	EventNpc	隐藏2	npc\worldnpc065	47	4	20		2	38915	1	2						
EventNpc_xjz_14	EventNpc	隐藏3	npc\worldnpc065	47	4	20		2	38915	1	3						
EventNpc_xjz_17	EventNpc	支线3	npc\worldnpc065	47	4	20	4259	4	38916	1	1						
EventNpc_xjz_18	EventNpc	支线4	npc\worldnpc065	47	4	20	4260	4	38918	1	1						
EventNpc_xjz_19	EventNpc	切磋触发	npc\worldnpc065	47	4	20	4263	4	38901	1	1						
																	
	//九阴志四内																
EventNpc_jyz_04_01	EventNpc	九阴志触发	npc\worldnpc140	47	4	30				1					1	21600000	
EventNpc_jyz_04_02	EventNpc	九阴志触发	npc\worldnpc140	47	4	30				1			1978		1		
																	
	//奇遇古谱																
Event_qygp_dy_18764	EventNpc	奇遇古谱太极拳	npc\itemnpc057e	47	4	25		2	18764	1	1						
																	
	//少林五内前戏																
Event_5nei_sl_80040	EventNpc	少林五内任务55050子步骤触发NPC1	npc\worldnpc140	47	4	2		2	55050	1	1						
Event_5nei_sl_80041	EventNpc	少林五内任务55050子步骤触发NPC2	npc\worldnpc140	47	4	2		2	55050	1	1						
Event_5nei_sl_80045	EventNpc	少林五内任务55052子步骤触发NPC	npc\worldnpc140	47	4	2		2	55052	1	1						
Event_5nei_sl_80048	EventNpc	少林五内任务55054子步骤触发NPC1	npc\worldnpc140	47	4	2		2	55054	1	1						
Event_5nei_sl_80049	EventNpc	少林五内任务55054子步骤触发NPC2	npc\worldnpc140	47	4	2		2	55054	1	1						
Event_5nei_sl_80050	EventNpc	少林五内任务55055子步骤触发NPC1	npc\worldnpc140	47	4	2		2	55055	1	1						
Event_5nei_sl_80054	EventNpc	少林五内任务55057子步骤触发NPC1	npc\worldnpc140	47	4	2		2	55057	1	1						
Event_5nei_sl_80006	EventNpc	炸弹点1	npc\worldnpc140	47	4	2		2		1	1						
Event_5nei_sl_80007	EventNpc	炸弹点2	npc\worldnpc140	47	4	2		2		1	1						
Event_5nei_sl_80008	EventNpc	炸弹点3	npc\worldnpc140	47	4	2		2		1	1						
Event_5nei_sl_80060	EventNpc	五内主线-千灯镇触发NPC	npc\worldnpc140	47	4	2		2	55070	1	1						
Event_5nei_sl_80061	EventNpc	五内主线-千灯劫触发NPC	npc\worldnpc140	47	4	2		2	55070	1	1						
Event_5nei_sl_80063	EventNpc	少林五内任务55071子步骤触发NPC1	npc\worldnpc140	47	4	2		2	55071	1	1						
																	
EventNpc_yhgtaofa_anlei	EventNpc	暗雷		47	4	0		6		1							
EventNpc_yhg_01	EventNpc	山下动画触发点	npc\worldnpc140	47	4	4		2	39240	1	1						
EventNpc_yhg_01a	EventNpc	山下动画触发点	npc\worldnpc140	47	4	4		2	39259	1	1						
EventNpc_yhg_01b	EventNpc	山下动画触发点	npc\worldnpc140	47	4	4		2	39260	1	1						
EventNpc_yhg_01c	EventNpc	山下动画触发点	npc\worldnpc140	47	4	4		2	39261	1	1						
EventNpc_yhg_02	EventNpc	移花宫东偏门触发点	npc\worldnpc140	47	4	4		2		1	1						
EventNpc_yhg_03	EventNpc	移花宫正门触发点	npc\worldnpc140	47	4	4		2		1	1						
EventNpc_yhg_04	EventNpc	移花宫西偏门触发点	npc\worldnpc140	47	4	4		2		1	1						
EventNpc_yhg_05	EventNpc	案发地点	npc\worldnpc140	47	4	10	204	4	39201	1	1						
EventNpc_yhg_06	EventNpc	成都戏班进	npc\worldnpc140	47	4	4		6	39204	1	1	npc\clone\CJ\EventNpc_yhg_06.lua					
EventNpc_yhg_07	EventNpc	成都戏班出	npc\worldnpc140	47	4	8		6		1	1	npc\clone\CJ\EventNpc_yhg_07.lua					
EventNpc_yhg_08	EventNpc	移花宫讨伐援兵消失点	npc\itemnpc057k	47	4	1		6		0							
EventNpc_yhg_09	EventNpc	移花宫讨伐援兵刷出点		47	4	0		6		1							
EventNpc_yhg_10	EventNpc	入门洗浴触发点	npc\itemnpc057k	47	4	2		2	39402	1	1						
EventNpc_yhg_11	EventNpc	移花宫讨伐计数器管理		47	4	0		6		1							
EventNpc_yhg_12	EventNpc	桌子旁边使用道具	npc\itemnpc057k	47	4	2		2	39412	1	1						
EventNpc_yhg_13	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39244	1	1						
EventNpc_yhg_14	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39244	1	1						
EventNpc_yhg_15	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39265	1	1						
EventNpc_yhg_16	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39265	1	1						
EventNpc_yhg_17	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39266	1	1						
EventNpc_yhg_18	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39266	1	1						
EventNpc_yhg_19	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39267	1	1						
EventNpc_yhg_20	EventNpc	花圃	npc\worldnpc140	47	4	3		2	39267	1	1						
EventNpc_yhg_24	EventNpc	给师姐送剑	npc\worldnpc140	47	4	10	4157	4	39500	1	1						
EventNpc_yhg_rm_01	EventNpc	侍卫拦劫	npc\worldnpc140	47	4	10	4150	4	39302	1	1						
EventNpc_yhg_convoy01	EventNpc	护送追踪地点1	npc\worldnpc140	47	4	7		2		1							
EventNpc_yhg_convoy02	EventNpc	护送追踪地点2	npc\worldnpc140	47	4	7		2		1							
EventNpc_yhg_convoy03	EventNpc	护送追踪地点3	npc\worldnpc140	47	4	7		2		1							
EventNpc_yhg_convoy04	EventNpc	护送追踪地点3	npc\worldnpc140	47	4	7		2		1							
																	
EventNpc_xjz_01	EventNpc	烧烤触发点	npc\funcnpc019	47	4	20		2	38802	1	2						
EventNpc_xjz_02	EventNpc	触发点1	npc\funcnpc019	47	4	20		2	38804	1	2						
EventNpc_xjz_03	EventNpc	救老人地点	npc\funcnpc019	47	4	20		2		1	2						
EventNpc_xjz_04	EventNpc	火圈	npc\itemnpc0571	47	4	20		2		1	2						
																	
EventNpc_yhg_22	EventNpc	雾花林视线模糊	npc\worldnpc140	355	4	6		6		1	1				1		
EventNpc_yhg_23	EventNpc	雾花林颠倒逆行	npc\worldnpc140	355	4	6		6		1	1				1		
EventNpc_yhg_25	EventNpc	雾花林视线模糊	npc\worldnpc140	172	4	2		6		1	1				1		
																	
	//桃花岛																
EventNpc39651	EventNpc	吴娅彤不见了	npc\worldnpc140	47	4	4		2	39908	1	1						
EventNpc39652	EventNpc	见黄古箫	npc\worldnpc140	47	4	10	205	4	39900	1	1						
																	
	//无门派																
Event_wmp_2ndy_51261	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	10		2	51261	1	1						
Event_wmp_1n_cc_9566	EventNpc	无门派-陈宸-产生怀疑	npc\worldnpc140	47	4	7		2	51225	1	1						
Event_wmp_1n_cc_9567	EventNpc	无门派-陈宸-安置麻袋	npc\worldnpc140	47	4	7		2	51226	1	1						
Event_wmp_1n_cc_9568	EventNpc	无门派-陈宸-偷听位置	npc\worldnpc140	47	4	7	3017	4	51227	1	1						
Event_wmp_1n_cc_9574	EventNpc	无门派-陈宸-擂台	npc\worldnpc140	47	4	7		2	51223	1	1						
Event_wmp_1n_cc_9562	EventNpc	无门派-陈宸-成都城内	npc\worldnpc140	47	4	7		2	51222	1	1						
Event_wmp_1n_cc_9611	EventNpc	无门派-陈宸-擂台上	npc\worldnpc140	47	4	7		2	51223	1	1						
Event_wmp_1n_cc_51231	EventNpc	无门派-陈宸-奇遇山洞	npc\worldnpc140	47	4	7		2	51232	1	1						
Event_wmp_1n_cc_51232	EventNpc	无门派-陈宸-引导奇遇	npc\worldnpc140	47	4	7		2	51232	1	1						
Npc_wmp_2n_evt_51202	EventNpc	无门派-51202触发无黑幕动画	npc\worldnpc140	47	4	7		2	51202	1	3						
Event_wmp_2ndy_51263	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	10		2	51263	1	1						
Event_wmp_2ndy_j51263	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	4		2	51263	1	1						
Event_wmp_2ndy_51263z	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	10		2	51263	1	1						
Event_wmp_2ndy_51264	EventNpc	少林四内任务55006触发NPC	npc\worldnpc140	47	4	10		2	51264	1	1						
