NPC±àºÅ	¶ÔÏóÀàÐÍ	Ãû³Æ	Ä£ÐÍ±àºÅ			NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯¶¯×÷Ãû	¶ÁÌõÊ±¼ä(ms)	µôÂä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä£¨s£©	×î´óÏûÊ§Ê±¼ä(s)	±¦Ïä¿ªÆôÇ°ÌØÐ§	±¦Ïä¿ªÆôºóÌØÐ§	Ô¿³×ÊýÁ¿	Ô¿³×id	NPCÌØÐ§Ãû³Æ	Êó±êÐÎ×´	¿ªÆôÌõ¼þ	Ëõ·Å	·ÖÅäÀàÐÍ	´æÔÚÊ±¼ä	´óÌÓÉ±×¨ÓÃ	ÍÅ¶ÓÏÔÊ¾µÀ¾ß																
BoxNpc_ct_ng_tm_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_tm_01	3	300						28	23854																					
BoxNpc_ct_ng_tm_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_tm_02	3	300						28	23854																					
BoxNpc_ct_ng_tm_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_tm_03	3	300						28	23854																					
BoxNpc_ct_ng_tm_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_tm_03	3	300						28	23854																					
BoxNpc_ct_ng_jh_001	BoxNpc	ÃØ¼®±¦Ïä£¨×øÍü£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_005	BoxNpc	ÃØ¼®±¦Ïä£¨º®±ù£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_201	BoxNpc	ÃØ¼®±¦Ïä£¨ÎÞÍý£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_202	BoxNpc	ÃØ¼®±¦Ïä£¨²ÐÑô£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_203	BoxNpc	ÃØ¼®±¦Ïä£¨ÎåÐÐ£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_204	BoxNpc	ÃØ¼®±¦Ïä£¨×ÏÏ¼£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_108	BoxNpc	ÃØ¼®±¦Ïä£¨»ìÔª£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_209	BoxNpc	ÃØ¼®±¦Ïä£¨±ùÐÄ£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_205	BoxNpc	ÃØ¼®±¦Ïä£¨¸òó¡£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_307	BoxNpc	ÃØ¼®±¦Ïä£¨Ñªµ¶£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_507	BoxNpc	ÃØ¼®±¦Ïä£¨¿û»¨£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_jh_306	BoxNpc	ÃØ¼®±¦Ïä£¨ÎüÐÇ£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_wg_001	BoxNpc	ÃØ¼®±¦Ïä£¨»ìÌì£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_yh_001	BoxNpc	ÃØ¼®±¦Ïä£¨Ã÷Óñ£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_th_001	BoxNpc	ÃØ¼®±¦Ïä£¨±Ì²¨£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_sj_001	BoxNpc	ÃØ¼®±¦Ïä£¨½ð¹Ø£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_xj_001	BoxNpc	ÃØ¼®±¦Ïä£¨ÈýÇå£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
BoxNpc_ct_ng_ws_001	BoxNpc	ÃØ¼®±¦Ïä£¨·üÑø£©	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jh001_01	3	300						28	23854																					
																																											
GatherNpc_ytj	BoxNpc	ÒÐÌì½£	npc\itemytj	icon\equip\yitian.png	161		20	2	npc\huashan\yt_sword.lua	5	interact017	5000	huashan_drop_08	3	1800						28	18129																					
		//½­ºþÖÁ±¦																																									
JhzbNPC_khbd_002	BoxNpc	Ä¾ÖÊ±¦Ïä	npc\jhzb_xhz	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	10000		3							28																						
JhzbNPC_xxdf_002	BoxNpc	Ä¾ÖÊ±¦Ïä	npc\jhzb_sp	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	10000		3							28																						
																																											
		//ÐÂ»é±¦Ïä																																									
BoxNpc_xl_01	BoxNpc	ÐÂÀÉ±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xl01	3	900						28																						
BoxNpc_xl_02	BoxNpc	ÐÂÀÉ±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xl01	3	900						28																						
BoxNpc_xl_03	BoxNpc	ÐÂÀÉ±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xl01	3	900						28																						
BoxNpc_xl_04	BoxNpc	ÐÂÀÉ±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xl01	3	900						28																						
BoxNpc_xn_01	BoxNpc	ÐÂÄï±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xn01	3	900						28																						
BoxNpc_xn_02	BoxNpc	ÐÂÄï±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xn01	3	900						28																						
BoxNpc_xn_03	BoxNpc	ÐÂÄï±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xn01	3	900						28																						
BoxNpc_xn_04	BoxNpc	ÐÂÄï±¦Ïä	npc\itemnpc591	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	5000	drop_box_xn01	3	900						28																						
BoxNpc_xh_01	BoxNpc	ÐÂ»é×£¸£»¨Àº	npc\itemnpc080a	icon\funcnpc\itemnpc080.png	161		3	9		2	interact041	5000	drop_xh_01	3	900						28																						
BoxNpc_xh_02	BoxNpc	ÐÂ»é×£¸£±¦Ïä	npc\itemnpc201a	icon\funcnpc\itemnpc201.png	161		3	9		2	interact041	5000	drop_xh_02	3	900						28																						
BoxNpc_xh_03	BoxNpc	ÐÂ»é×£¸£±¦Ïä	npc\itemnpc428a	icon\funcnpc\itemnpc428.png	161		3	9		2	interact041	5000	drop_xh_03	3	900						28																						
BoxNpc_xh_04	BoxNpc	ÐÂ»é×£¸£±¦Ïä	npc\fbmac003020a	icon\funcnpc\fbmac003020.png	161		3	9		2	interact041	5000	drop_xh_04	3	900						28																						
BoxNpc_xh_05	BoxNpc	ÐÂ»é×£¸£Ï²´ü	npc\itemnpc439a	icon\funcnpc\itemnpc439.png	161		3	9		2	interact041	5000	drop_xh_05	3	900						28																						
																																											
yhg_task_001	BoxNpc	ÆÆËéµÄÊé¼®	npc\itemnpc016	icon\funcnpc\task.png	161		3	9		3	interact041	5000	dorp_yhg_task_001	3	600						28																						
yhg_task_002	BoxNpc	ÆÆËéµÄÊé¼®	npc\itemnpc026	icon\funcnpc\task.png	161		3	9		4	interact041	5000	dorp_yhg_task_002	3	600						28																						
yhg_task_003	BoxNpc	ÆÆËéµÄÊé¼®	npc\itemnpc047	icon\funcnpc\task.png	161		3	9		5	interact041	5000	dorp_yhg_task_003	3	600						28																						
Box_xjz_002	BoxNpc	ÓãÈº	npc\cj_101008	icon\funcnpc\task.png	161		40	9		40	interact047a	5000	drop_xjz_002	5	5						8	102118																					
Box_xjz_003	BoxNpc	¹¤¾ßÏä	npc\itemboxnpc001	icon\funcnpc\task.png	161		3	9		3	interact041	5000	drop_xjz_003	3	900						28	103069																					
		//ÒÆ»¨¹¬																																									
Box_yhgsl_dc	BoxNpc	¶¾²Ý	npc\itemnpc066_01	icon\funcnpc\itemnpc066_01.png	161		5	9		2	interact041	0	drop_yhg_sl_001	1	1800						28																						
Box_yhgsl_cy	BoxNpc	²ÝÒ©	npc\itemnpc168_1	icon\funcnpc\itemnpc168_1.png	161		5	9		2	interact041	0	drop_yhg_sl_003	1	1800						28																						
Box_yhgsl_jdc	BoxNpc	½â¶¾Ò©	npc\itemnpc066_01	icon\funcnpc\itemnpc066_01.png	161		5	9		2	interact041	0	drop_yhg_sl_002	1	1800						28																						
																																											
BoxNpc_yh_001	BoxNpc	·ÉÓ¥µØ¹¬±¦ºÐ	npc\npcitem104		161		3	9		2	interact041	5000	item_yh_001	3	0						28	101792			480000																		
BoxNpc_yh_002	BoxNpc	µØÁé²Ý	npc\itemnpc168_1	icon\funcnpc\itemnpc054.png	161		3	9		2	interact041	3000	item_yh_002	3	0						28																						
BoxNpc_yh_003	BoxNpc	Ëð»µµÄ»­¾í	npc\itemnpc828		161		3	9		2	interact041	3000	item_yh_003	3	0						28	26408																					
																																											
	//½ðÕëÉò¼Ò																																										
Box_jzsj_001	BoxNpc	²ÝÒ©	npc\cj_150001	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj01	1	6000						28	29042			86400000																		
Box_jzsj_002	BoxNpc	²ÝÒ©	npc\cj_150050	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj02	1	6000						28	29042			86400000																		
Box_jzsj_003	BoxNpc	²ÝÒ©	npc\cj_150100	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj03	1	6000						28	29042			86400000																		
Box_jzsj_004	BoxNpc	²ÝÒ©	npc\cj_150150	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj04	1	6000						28	29042			86400000																		
Box_jzsj_005	BoxNpc	²ÝÒ©	npc\cj_150250	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj05	1	6000						28	29042			86400000																		
Box_jzsj_006	BoxNpc	²ÝÒ©	npc\cj_150300	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj06	1	6000						28	29042			86400000																		
Box_jzsj_007	BoxNpc	²ÝÒ©	npc\cj_160001	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj07	1	6000						28	29042			86400000																		
Box_jzsj_008	BoxNpc	²ÝÒ©	npc\cj_160150	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj08	1	6000						28	29042			86400000																		
Box_jzsj_009	BoxNpc	²ÝÒ©	npc\cj_160300	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj09	1	6000						28	29042			86400000																		
Box_jzsj_010	BoxNpc	²ÝÒ©	npc\cj_160200	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj10	1	6000						28	29042			86400000																		
Box_jzsj_011	BoxNpc	²ÝÒ©	npc\cj_150001	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj30	1	6000						28	29043			7200000																		
Box_jzsj_012	BoxNpc	²ÝÒ©	npc\cj_150050	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj31	1	6000						28	29043			7200000																		
Box_jzsj_013	BoxNpc	²ÝÒ©	npc\cj_150100	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj32	1	6000						28	29043			7200000																		
Box_jzsj_014	BoxNpc	²ÝÒ©	npc\cj_150150	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj33	1	6000						28	29043			7200000																		
Box_jzsj_015	BoxNpc	²ÝÒ©	npc\cj_150250	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	3000	baoxiangjzsj34	1	6000						28	29043			7200000																		
																																											
	//»Æ½ðÍÃÃ«																																										
Box_tuzi_huangjin	BoxNpc	»Æ½ðÍÃÃ«	npc\itemnpc057_tumao		161		4	9		4	interact041	1000	drop_tuzi_huangjin	60	300						28			2	300000																		
																																											
		//ÁèÏö³ÇÕ½³¡																																									
BoxNpc_lxc_db_01	BoxNpc	ÆÕÍ¨µØ±¦_µØÁé×ÏÖ¥	npc\cj_106022c	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc001	10	30						28				300000																		
BoxNpc_lxc_db_02	BoxNpc	ÆÕÍ¨µØ±¦_ÓñÂ¶èÁèË	npc\itemnpc166	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc002	10	30						28				300000																		
BoxNpc_lxc_db_03	BoxNpc	ÆÕÍ¨µØ±¦_¾ÅÆ·ºì(Ðþ±ù³æ²Ý)	npc\npcitem669	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc003	10	30						28				300000																		
BoxNpc_lxc_db_04	BoxNpc	ÆÕÍ¨µØ±¦_ÆÆÑªÉ¢(ÐþÌì±ùÆÇ)	npc\npcitem670	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc004	10	30						28				300000																		
BoxNpc_lxc_db_05	BoxNpc	´óÐÍµØ±¦_ÌìòÚÖé(ÌìòÚÖé)	npc\petm_c_0502	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc005	10	30						28				300000																		
BoxNpc_lxc_db_06	BoxNpc	´óÐÍµØ±¦_µØÁúÑªÒÂ(Ç§ÄêÌúÄ¾)	npc\itemnpc447	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc006	10	30						28				300000																		
BoxNpc_lxc_db_07	BoxNpc	Ï¡ÓÐµØ±¦_µØÐÄÊ¯ÖÓÈé	npc\itemnpc057m	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc007	10	30						28				300000																		
BoxNpc_lxc_sb_01	BoxNpc	ÆÕÍ¨Ë®±¦_±ÌË®ÇàÜø	npc\npcitem672_b	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc008	10	30						28				300000																		
BoxNpc_lxc_sb_02	BoxNpc	ÆÕÍ¨Ë®±¦_»ØÌìÔÙÔìµ¤(Ë®ÔªÖé)	npc\npcitem675	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc009	10	30						28				300000																		
BoxNpc_lxc_sb_03	BoxNpc	ÆÕÍ¨Ë®±¦_Ê®¶þÌìÏã¸à(Ê®¶þÌìÏã¹û)	npc\cj_150100a1	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc010	10	30						28				300000																		
BoxNpc_lxc_sb_04	BoxNpc	ÆÕÍ¨Ë®±¦_·ðÃæÉßÐÄµ¤(ÇåÐÄ±ù¾§)	npc\npcitem677	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc011	10	30						28				300000																		
BoxNpc_lxc_sb_05	BoxNpc	´óÐÍË®±¦_±ù¹ûÇí½¬Â¶(Í¨ÇÏÑ©Åº)	npc\cj_041060b	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc012	10	30						28				300000																		
BoxNpc_lxc_sb_06	BoxNpc	´óÐÍË®±¦_Ë®ÔÂÖ®»¨	npc\cj_160200a1	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc013	10	30						28				300000																		
BoxNpc_lxc_sb_07	BoxNpc	Ï¡ÓÐË®±¦_ÇåÐÄ¾µ(Ë®Ä§Á«)	npc\cj_150300	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc014	10	30						28				300000																		
BoxNpc_lxc_yb_01a	BoxNpc	Òì±¦	npc\itemnpc776	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc017	10	30						28				300000																		
																																											
BoxNpc_lxc_mucai	BoxNpc	Ä¾²Ä	npc\itemnpc038	icon\funcnpc\itemnpc038	161		3	9		2	interact041	4000	drop_worldwar_lxcwuzi_001	10	30						28	18997																					
BoxNpc_lxc_kuangshi	BoxNpc	¿óÊ¯	npc\cj020001	icon\funcnpc\cj_020020.png	161		3	9		2	interact041	4000	drop_worldwar_lxcwuzi_002	10	30						28	18997																					
BoxNpc_lxc_caoyao	BoxNpc	²ÝÒ©	npc\itemnpc214	icon\funcnpc\itemnpc214.png	161		3	9		2	interact041	4000	drop_worldwar_lxcwuzi_003	10	30						28	18997																					
BoxNpc_lxc_liangshi	BoxNpc	Á¸Ê³	npc\itemnpc165	icon\funcnpc\itemnpc165	161		3	9		2	interact041	4000	drop_worldwar_lxcwuzi_004	10	30						28	18997																					
BoxNpc_lxc_wuqi	BoxNpc	ÎäÆ÷	npc\fbmac00040	icon\funcnpc\fbmac00040	161		3	9		2	interact041	4000	drop_worldwar_lxcwuzi_005	10	30						28	18997																					
																																											
BoxNpc_lxc_bz	BoxNpc	±ù×©	npc\itemnpc788	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc016	10	30						28																						
BoxNpc_lxc_zg	BoxNpc	Öñ¹Ü	npc\itemnpc539	icon\funcnpc\itemnpc179.png	161		3	9		2	interact041	4000	drop_worldwar_lxc015	10	30						28																						
																																											
	//Ê¦ÐÖµÜ																																										
Box_shitu_001	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	5000	drop_shitu_002	60					taskitem_shitu_001		28	106911																					
																																											
	//¿ì»îµº±¦Ïä																																										
boxnpc_khd_bx001	BoxNpc	¿ì»îµºÍ­ÖÊ±¦Ïä1	npc\itemnpc005	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_001	3	900						28																						
boxnpc_khd_bx002	BoxNpc	¿ì»îµºÍ­ÖÊ±¦Ïä2	npc\itemnpc012	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_001	3	900						28																						
boxnpc_khd_bx003	BoxNpc	¿ì»îµºÍ­ÖÊ±¦Ïä3	npc\itemnpc207	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_001	3	900						28																						
boxnpc_khd_bx004	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä1	npc\itemnpc689	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx005	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä2	npc\itemnpc014	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx006	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä3	npc\itemnpc075	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx007	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä4	npc\itemnpc087	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx008	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä5	npc\itemnpc206	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx009	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä6	npc\itemnpc207	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx010	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä7	npc\itemnpc473	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx011	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä8	npc\itemnpc685	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
boxnpc_khd_bx012	BoxNpc	¿ì»îµº¶ÆÒø±¦Ïä9	npc\itemnpc890	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	10000	drop_khd_chengchuan_002	3	900						28																						
																																											
	//ÒÆ»¨¹¬ÊÆÁ¦BOSS																																										
Box_yhgslboss_001	BoxNpc	ÇåÑ©½£	npc\itemnpc646		161		3	9		2	interact041	3000	drop_yhgslboss_002	3							28	106804			3600000																		
																																											
	//½ðÁêÇ°ÖÃ																																										
Box_jlqz_001	BoxNpc	½â¶¾Ò©1	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jlqz_jiedu_001																														
Box_jlqz_002	BoxNpc	½â¶¾Ò©1	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jlqz_jiedu_002																														
Box_jlqz_003	BoxNpc	½â¶¾Ò©1	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jlqz_jiedu_003																														
Box_jlqz_004	BoxNpc	½â¶¾Ò©1	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jlqz_jiedu_004																														
Box_jlqz_005	BoxNpc	½â¶¾Ò©1	npc\itemnpc589		161		3	9		2	interact041	3000	drop_jlqz_jiedu_005																														
																																											
	//ÐÂÊÀ½ç»÷É±µôÂä																																										
BoxNpc_newdrop001	BoxNpc	»÷É±µôÂä	npc\itemnpc1378	icon\funcnpc\itemboxnpc002.png	399		3	9		2	interact041	4000		3	180						28				3600000																		
BoxNpc_newdrop002	BoxNpc	»÷É±µôÂä	npc\itemnpc1377	icon\funcnpc\itemboxnpc002.png	399		3	9		2	interact041	4000		3	180						28				3600000																		
BoxNpc_newdrop003	BoxNpc	»÷É±µôÂä	npc\itemnpc1379	icon\funcnpc\itemboxnpc002.png	399		3	9		2	interact041	4000		3	180						28				3600000																		
																																											
	//Î÷Óò																																										
BoxNpc_xiyu_yd_001	BoxNpc	Ì«Ðþ¾­	npc\itemnpc053yd	icon\funcnpc\task.png	161		3	9		2	interact041	5000	drop_xiyu_yd_001	1	900						28																						
																																											
	//ÃØ¾³																																										
box_beiyuan_wmd_001	BoxNpc	Ô¿³×±¦Ïä	npc\itemnpc689	icon\funcnpc\task.png	161		3	9		2	interact041	3000	drop_beiyuan_wmd_002	3	7200000						28				72000000																		
box_beiyuan_wmd_002	BoxNpc	Áåîõ±¦Ïä	npc\itemnpc689	icon\funcnpc\task.png	161		3	9		2	interact041	3000	drop_beiyuan_wmd_005	3	7200000						28				72000000																		
																																											
	//±±Ô­																																										
BoxNpc_beiyuan_yd_001	BoxNpc	¹âÐ§	npc\itemnpc053yd	icon\funcnpc\task.png	161		3	9		2	interact041			1	900						28																						
BoxNpc_beiyuan_yd_002	BoxNpc	ÏãÄÒ	npc\itemnpc439	icon\funcnpc\task.png	161		3	9		2	interact041	5000	drop_beiyuan_yd_001	1	900						28																						
																																											
	//±±Ô­ºÚÔóÄ§Í·ÊÂ¼þ																																										
beiyuan_hz_shiti	BoxNpc	Ê¬Ìå	npc\itemnpc230	icon\funcnpc\task.png	161		3	9		2	interact041	2000	drop_beiyuan_hmt01	1	900						28																						
beiyuan_hz_shiti_hmt1	BoxNpc	ºÚÄ§Ê¬Ìå	npc\itemnpc230	icon\funcnpc\task.png	161		3	9		2	interact041	2000	drop_beiyuan_hmt02	1	900						28																						
beiyuan_hz_caoyao	BoxNpc	²ÝÒ©	npc\itemnpc054	icon\funcnpc\task.png	161		3	9		2	interact041	2000	drop_beiyuan_hmt03	1	900						28																						
																																											
	//ÃÜ¾³-±±Ô­-¹ÅÄ¹																																										
Box_gmzd_bomb	BoxNpc	Õ¨Ò©	npc\itemnpc434		161		3	9		2	interact041	3000	drop_gmzd_bomb	3	7200000																												
																																											
	//ÃØ¾³-ÉñË®¹¬																																										
Box_mijing_ssg_001	BoxNpc	Õæ±¦Ïä	npc\itemnpc591		161		3	9		2	interact041	3000	drop_box_ssg_001	3	9000																												
																																											
	//Í¨ÓÃÃØ¾³Í¨¹Ø½±Àø																																										
Box_tongyongmijing_llmk	BoxNpc	Â¥À¼ÃÜ¿ßÍ¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_llmk	3	7200000						28				72000000																		
Box_tongyongmijing_jwd	BoxNpc	½ðòÚ¶´Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_jwd	3	7200000						28				72000000																		
Box_tongyongmijing_sldxc	BoxNpc	Ê¯ÁÖ¶´¸®Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_sldxc	3	7200000						28				72000000																		
Box_tongyongmijing_wmd	BoxNpc	ÎÞÃû¶´Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_wmd	3	7200000						28				72000000																		
Box_tongyongmijing_gmmg	BoxNpc	¹ÅÄ¹ÃÔ¹¬Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_gmmg	3	7200000						28				72000000																		
Box_tongyongmijing_ssg	BoxNpc	ÉñË®¹¬Í¨¹Ø½±Àø	npc\itemnpc689		161		3	9		2	interact041	3000	drop_prize_ssg	3	7200000						28				72000000																		
																																											
