NPC编号	ini注释名称	对象类型	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	刷新时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻击防御比重	防御概率	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	NPC可战斗设置	动作集	存在时间	缩放尺寸	格挡类型
swremon_gb14	丐帮高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster165	0.9	icon\monster\monster165.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_gb15	丐帮低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster239	0.96	icon\monster\monster239.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_gb16	丐帮高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster165	0.9	icon\monster\monster165.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_gb17	丐帮低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster239	0.96	icon\monster\monster239.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_gb18	丐帮高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster165	0.9	icon\monster\monster165.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	//君子堂-school03																																																																			50							1	1				
swremon_jzt01	君子堂低级弟子（武当刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt02	君子堂高级弟子（武当刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt03	君子堂低级弟子（少林刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt04	君子堂高级弟子（少林刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt05	君子堂低级弟子（峨眉刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt06	君子堂高级弟子（峨眉刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt07	君子堂低级弟子（丐帮刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt08	君子堂高级弟子（丐帮刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt09	君子堂低级弟子（唐门刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt10	君子堂高级弟子（唐门刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt11	君子堂低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt12	君子堂高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt13	君子堂低级弟子（极乐谷刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt14	君子堂高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt15	君子堂低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt16	君子堂高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt17	君子堂低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster286	0.965	icon\monster\monster286.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jzt18	君子堂高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster297	0.93	icon\monster\monster297.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	//极乐谷-school04																																																																			50							1	1				
swremon_jlg01	极乐谷低级弟子（武当刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg02	极乐谷高级弟子（武当刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg03	极乐谷低级弟子（少林刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg04	极乐谷高级弟子（少林刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg05	极乐谷低级弟子（峨眉刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg06	极乐谷高级弟子（峨眉刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg07	极乐谷低级弟子（丐帮刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg08	极乐谷高级弟子（丐帮刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg09	极乐谷低级弟子（唐门刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg10	极乐谷高级弟子（唐门刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg11	极乐谷低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg12	极乐谷高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg13	极乐谷低级弟子（极乐谷刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg14	极乐谷高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg15	极乐谷低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg16	极乐谷高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg17	被控制的傀儡	CommonNpc	2	6	70		2			1.25	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swremon_jlg18	极乐谷低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster285	0.96	icon\monster\monster285.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_jlg19	极乐谷高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster243	0.91	icon\monster\monster243.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
schoolwar_jlg_14	冰丝蚕	CommonNpc	2	6	70		2			2	5	hand_0		npc\fbnpc019004					npc\clone\schoolwar8\schoolwar_jlg_14.lua		1			0	2	8	60	40	-1				school04_jlg001					1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	//唐门-school05																																																																			50							1	1				
swremon_tm01	唐门低级弟子（武当刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm02	唐门高级弟子（武当刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm03	唐门低级弟子（少林刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm04	唐门高级弟子（少林刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1				school08_sw_006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm05	唐门低级弟子（峨眉刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm06	唐门高级弟子（峨眉刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm07	唐门低级弟子（丐帮刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm08	唐门高级弟子（丐帮刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm09	唐门低级弟子（唐门刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm10	唐门高级弟子（唐门刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm11	唐门低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm12	唐门高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1				school01_sw_jyw006					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm13	唐门低级弟子（极乐谷刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm14	唐门高级弟子（极乐谷刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm15	唐门低级弟子（君子堂刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm16	唐门高级弟子（君子堂刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1									1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm17	毒蛇（召唤）	CommonNpc	2	6	70		2			2	5	hand_0		npc\petm_c_0103	0.912081						1			0	2	8	60	40	-1				school05_tm001					1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swremon_tm18	蜘蛛（召唤）	CommonNpc	2	6	70		2			2	5	hand_0		npc\petm_c_0201	0.912081						1			0	2	8	60	40	-1				school05_tm002					1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swremon_tm19	蜈蚣（召唤）	CommonNpc	2	6	70		2			2	5	hand_0		npc\petm_c_0502	0.912081						1			0	2	8	60	40	-1				school05_tm003					1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swremon_tm20	蝎子（召唤）	CommonNpc	2	6	70		2			2	5	hand_0		npc\petm_c_0403	0.912081						1			0	2	8	60	40	-1				school05_tm004					1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swremon_tm21	唐门低级弟子（锦衣卫刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster252	0.93417	icon\monster\monster252.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
swremon_tm22	唐门高级弟子（锦衣卫刷）	CommonNpc	2	6	70		2			4	5	hand1_1		npc\monster261	0.912081	icon\monster\monster261.png					1			0	2	8	60	40	-1				school01_sw_jyw007					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
																																																																				50							1	1				
	//峨眉-school06																																																																			50							1	1				
swremon_em01	峨眉低级弟子（武当刷）	CommonNpc	2	4	65		2			4	5	hand1_1		npc\monster078	0.892101	icon\monster\monster078.png					1			0	2	8	60	40	-1				schoolwar_wd01					1																						1500	1	1000	0					50				1110	"1111,0"		1	1				
