NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	门派职权	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	对话类型	地位评分	世界触发器相关	报复等级	报复手段	是否可结婚	格挡方式(-1表示不格挡)	模型缩放	存在时间	退出发声对话	是否预载入模型	是否可被捕捉	捕捉道具	桃花岛骑鱼QTE	天气包	只关心距离脱离战斗	优先显示	动作集
gb114	CommonNpc	乐正鹏涛		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb115	CommonNpc	牛越彬		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb116	CommonNpc	汪哲		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb117	CommonNpc	贡俊驰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb118	CommonNpc	浦嘉懿		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb119	CommonNpc	于辉		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb120	CommonNpc	米伟		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb121	CommonNpc	戎箭		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb122	CommonNpc	季俊		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb123	CommonNpc	戈朝卫		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb124	CommonNpc	有御		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb125	CommonNpc	寿伟		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203			1				159;169;179;191;192					280	15		1											1						1			2000	15		2000						1		0	10																							1			2																
gb126	CommonNpc	翟绪		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb127	CommonNpc	陈翅		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb128	CommonNpc	左丘君		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb129	CommonNpc	羊舌瀚		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc561			icon\funcnpc\worldnpc561.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb130	CommonNpc	牛轩		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb131	CommonNpc	闵文博		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb132	CommonNpc	郜绰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb133	CommonNpc	亢啸		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb134	CommonNpc	宫尉		8	87	2	2		1	1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb135	CommonNpc	习博文		8	87	2	2		1	1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb136	CommonNpc	钦岌		8	87	2	2		1	1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb137	CommonNpc	厉赫		8	87	2	2		1	1	1.6	hand_0	npc\worldnpc114			icon\funcnpc\worldnpc114.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb138	CommonNpc	伏旭尧		8	87	2	2		1	1	1.6	hand_0	npc\worldnpc114			icon\funcnpc\worldnpc114.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb139	CommonNpc	庞御		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc521			icon\funcnpc\worldnpc521.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb140	CommonNpc	焦鸿煊		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc521			icon\funcnpc\worldnpc521.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb141	CommonNpc	殳驰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc564			icon\funcnpc\worldnpc564.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb142	CommonNpc	危博超		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc520			icon\funcnpc\worldnpc520.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb143	CommonNpc	澹台蔚玉		8	87	2	2		1	1.3	4.8	hand1_2	npc\worldnpc113			icon\funcnpc\worldnpc113.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb144	CommonNpc	叶汐霞		8	87	2	2		1	1.3	4.8	hand1_2	npc\worldnpc396			icon\funcnpc\worldnpc396.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb145	CommonNpc	汲楚楚		8	87	2	2		1	1.3	4.8	hand1_2	npc\worldnpc396			icon\funcnpc\worldnpc396.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb146	CommonNpc	公羊荣轩		8	87	2	2		1	1.25	4	hand1_1	npc\monster242			icon\monster\monster242.png					0				3	0	0			20				1			6	2	2	talkrule060202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb147	CommonNpc	施评		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb148	CommonNpc	胡才		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb149	CommonNpc	敖圣		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb150	CommonNpc	山博文		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb151	CommonNpc	柴才		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb152	CommonNpc	盖明辉		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb153	CommonNpc	微生靖琪		8	87	2	2		1	0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb154	CommonNpc	颛孙鹏		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb155	CommonNpc	宰圣杰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb156	CommonNpc	车磊		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc491			icon\funcnpc\worldnpc491.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb157	CommonNpc	糜智		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb158	CommonNpc	太叔驰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb159	CommonNpc	危健		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb160	CommonNpc	诸葛象		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb161	CommonNpc	谭仕刚		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc059			icon\funcnpc\worldnpc059.png					0				3	0	0			20				1			1	2	1	talkrule010201							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								56502;56506;56511;55036	56515;55036														1			7																
gb162	CommonNpc	陈鹏		8	87	2	2		1	1.25	4	hand1_1	npc\fbboss00202			icon\monster\fbboss00202.png					0				3	0	0			20				1			1	2	2	talkrule010202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb163	CommonNpc	缪博文		8	87	2	2		1	1.25	4	hand1_1	npc\fbboss00202			icon\monster\fbboss00202.png					0				3	0	0			20				1			1	2	2	talkrule010202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb164	CommonNpc	缪智		8	87	2	2		1	1.25	4	hand1_1	npc\fbboss00202			icon\monster\fbboss00202.png					0				3	0	0			20				1			1	2	2	talkrule010202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb165	CommonNpc	冉绍天		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb166	CommonNpc	储璀		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb167	CommonNpc	焦浩南		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb168	CommonNpc	霍坡		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb169	CommonNpc	越天佑		8	87	2	2		1	1.25	4	hand1_1	npc\fbboss00202			icon\monster\fbboss00202.png					0				3	0	0			20				1			1	2	2	talkrule010202							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			4																
gb170	CommonNpc	符溯		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								45511;	45510;														1			2																
gb171	CommonNpc	师文昊		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb172	CommonNpc	怀英杰		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb173	CommonNpc	步志远		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb174	CommonNpc	冀柏堂		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
gb175	CommonNpc	卢君		8	87	2	2		1	1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20				1			1	2	3	talkrule010203							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
