NPC编号	对象类型	ini注释名称	NPC乞讨信息	AI编辑包	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器名称	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	锁定位移攻击	禁播受击动作	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	修理时间	修理动作	修理范围	普通攻击	技能表	无拾取物消失时间	AI编辑包	NPC交互停留时间	直接触发	脱战回血	镖车寻路	世界触发器相关	存在时间	捐献类型	使用轻功	天气包	缩放尺寸	跟随距离	跟随位置	是否镖道扬威镖车	镖车能否修复	镖车能否控制	移动状态	优先显示	不进入战斗
EscortNpc0225	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	225			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0226	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	226			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0227	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	227			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0228	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	228			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0229	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	229			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0230	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	230			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0231	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	231			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0232	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	232			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0233	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	233			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0234	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	234			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0235	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	235			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0236	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	236			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0237	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	237			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0238	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	238			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0239	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	239			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0240	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	240			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0241	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	241			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
EscortNpc0242	EscortNpc	运镖NPC			0	213	2	2			2	4		hand_0	npc\mount001			icon\funcnpc\worldnpc296_large.png						interact\escort\escort_npc.lua		3	0	0			200																						1																	242			1	10		1										1	-1			1	0	0			200000	0								666			8000	interact043	3								1														
