NPC编号	ini注释名称	对象类型	Npc类型	级别	实力包编号	修为经验	怪物强度	掉落	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	连招表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	刷新时间	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	势力归属	势力关系表	剥皮范围	剥皮动作	读条时间	技能编号	技能等级	最大剥皮次数	剩余剥皮次数	是否在剥皮中	生活工具限制包ID	消耗体力	消耗工具耐久	排行榜积分	显示掉落	生活掉落包ID	生活心得	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	使用轻功	格挡模式	破防几率	破防技能	动作集	生存时间	进入战斗对话	超过距离就脱战	脱战回血	无视玩家	仇恨
monc020600	江湖骗子	AttackNpc	14	6	35		1	NormalMon00601	1.25	4	hand1_1		npc\worldnpc197		0.939206	icon\funcnpc\worldnpc197.png				"wudizirong_nan,1,30;qiaoquhaoduo_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			727												
monc020601	作乱难民	AttackNpc	14	6	35		1	NormalMon00601	1.25	4	hand1_1		npc\worldnpc551		0.895	icon\funcnpc\worldnpc551.png				"mengji_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			728												
monc020700	猎场守卫	AttackNpc	14	7	35		1	NormalMon00701	1.25	4	hand1_1		npc\monster483		0.99	icon\monster\monster483.png				"huaizhongbaoyue_nan,1,30;feiti_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			729												
monc020701	猎场守卫小头目	AttackNpc	14	7	35		1	NormalMon00701	1.25	4	hand1_1		npc\monster069		0.985	icon\monster\monster069.png				"qiankunwuding_nan,1,30;huaizhongbaoyue_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			729												
monc020702	偷猎客	AttackNpc	14	7	35		1	NormalMon00701	1.25	4	hand1_1		npc\worldnpc514		0.905	icon\funcnpc\worldnpc514.png				"mengji_nan,1,30;feiti_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			729												
monc020703	猎场痞子	AttackNpc	14	7	35		1	NormalMon00701	1.25	4	hand1_1		npc\worldnpc512		0.935	icon\funcnpc\worldnpc512.png				"feiti_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			729												
	"//1,东方世家"		1																									30	10	60											0																																																				
monc021100	神秘黑衣刺客	AttackNpc	1	18	37		1	NormalMon01801	1.25	4	hand1_1		npc\monster072		0.863286	icon\monster\monster072.png				"dumangshi_nan,1,30;mengguikoumen_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monc021101	林中恶虎	SkinableNpc	7	24	38		1	AnimalMon00116	1	4	hand_0		npc\monster003		1.645	icon\monster\monster003.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0										5	life_lh_02	5000	sh_lh	260	1	1		212	1	80	32		1722	45					2000		2000						30						-1									
monc021200	外村征税甲首	AttackNpc	1	19	37		1	NormalMon01901	1.25	4	hand1_1		npc\monster115		0.915409	icon\monster\monster115.png				"mengji_nan,1,30;feiti_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monc021201	山岭野狼	AttackNpc	7	24	38		1	AnimalMon00108	1.2	5	hand_0		npc\petm_c_1500		1.5							1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monc021300	沁水湖剑客	AttackNpc	14	20	37		1	NormalMon02001	1.25	4	hand1_1		npc\monster114		0.930587	icon\monster\monster114.png				"canglanzhen_nan,1,30;yunyansiqi_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			743												
monc021301	扰村路霸	AttackNpc	14	24	38		1	NormalMon02401	1.25	4	hand1_1		npc\monster189		0.938074	icon\monster\monster189.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			744												
monc021302	野蛮求剑人	AttackNpc	14	67	38		1	NormalMon02401	1.25	4	hand1_1		npc\monster189		0.938074	icon\monster\monster189.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			745												
monc021601	偷剑贼人	AttackNpc	14	24	38		1	NormalMon02401	1.3	4.8	hand1_2		npc\monster058		0.857726	icon\monster\monster058.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			1220												
monc021602	鬼祟的买剑人	AttackNpc	14	24	38		1	NormalMon02401	1.25	4	hand1_1		npc\monster109		0.96	icon\monster\monster109.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			1221												
montg18001	东方世家练武弟子	AttackNpc	8	38	110		1	NormalMon04300	1.25	4	hand1_1		npc\worldnpc160		0.918037	icon\monster\monster133.png						1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18002	剑炉守卫	AttackNpc	8	38	111		1	NormalMon04300	1.2	3.5	hand_0		npc\monster043		0.928146	icon\monster\monster043.png						1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		-1									
montg18003	东方世家铸剑师	AttackNpc	8	38	110		1	NormalMon04300	1.25	4	hand1_1		npc\monster114		0.930587	icon\monster\monster114.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18004	剑碑侍卫	AttackNpc	8	38	111		1	NormalMon04300	1.25	4	hand1_1		npc\monster237		0.915	icon\monster\monster242.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18005	剑碑侍卫高手	AttackNpc	8	38	111		1	NormalMon04300	1.25	4	hand1_1		npc\monster242		0.945	icon\monster\monster242.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18006	东方世家弟子	AttackNpc	8	38	110		1	NormalMon04300	1.25	4	hand1_1		npc\worldnpc160		0.918037	icon\monster\monster133.png			npc\tiguan\18\montg18006.lua			1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18007	东方世家弟子	AttackNpc	8	38	110		1	NormalMon04300	1.25	4	hand1_1		npc\monster237		0.915	icon\monster\monster242.png			npc\tiguan\18\montg18007.lua			1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg18008		AttackNpc	8	38	51		1	NormalMon03801	1.25	4	hand1_1		npc\monster242		0.945	icon\monster\monster242.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
montg18009		AttackNpc	8	38	51		1	NormalMon03801	1.25	4	hand1_1		npc\monster242		0.945	icon\monster\monster242.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
montg18010		AttackNpc	8	38	51		1	NormalMon03801	1.25	4	hand1_1		npc\monster242		0.945	icon\monster\monster242.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
	"//2,古墓派"																																																																																												
monc022100	淫贼高手	AttackNpc	14	23	38		1	NormalMon02301	1.25	4	hand1_1		npc\worldnpc077		0.919118	icon\funcnpc\worldnpc077.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			730												
monc022101	采花贼	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\worldnpc564		0.905	icon\funcnpc\worldnpc564.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			730												
monc022105	禁地毒蜘蛛	AttackNpc	7	29	39		1	AnimalMon00103	1	4	hand_0		npc\monster006		0.143695	icon\monster\monster006.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monc022106	寒潭毒蛇	SkinableNpc	7	29	39		1	AnimalMon00112	1	4	hand_0		npc\monster117		0.989951	icon\monster\monster117.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0										5	life_lh_02	5000	sh_lh	220	1	1		212	1	45	18		1712	45					2000		2000						30						-1									
monc022108	古墓派叛徒	AttackNpc	14	23	38		1	NormalMon02301	1.25	4	hand1_1		npc\worldnpc077	1	0.919118	icon\funcnpc\worldnpc077.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			730												
																																																																																													
																																																																																													
																																																																																													
monc022301	山猿	AttackNpc	7	25	38		1	AnimalMon00106	1.2	5	hand_0		npc\petm_c_1002		1.5							1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monc022401	玄衣少女	AttackNpc	14	29	39		1	NormalMon02904	1.3	4.8	hand1_2		npc\monster583		0.87	icon\monster\monster195.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			734												
monc022402	白衣少女	AttackNpc	14	29	39		1	NormalMon02904	1.3	4.8	hand1_2		npc\monster078		0.892101	icon\monster\monster078.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			734												
monc022501	山道恶霸	AttackNpc	14	29	39		1	NormalMon02901	0.6	3.7	hand1_1		npc\monster051		1.035	icon\monster\monster051.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			739												
monc022502	拦路劫匪	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster040		0.92	icon\monster\monster040.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			739												
monc022700	山寨劫匪	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster413		0.905	icon\monster\monster413.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			740												
monc022701	劫村大盗	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster492		0.91	icon\monster\monster492.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			741												
monc022702	山寨劫匪头目	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster455		0.9	icon\monster\monster455.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			740												
monc022703	大盗头目	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster074		0.905	icon\monster\monster074.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			741												
monc022704	劫匪恶犬	SkinableNpc	7	29	39		1	AnimalMon00117	1.2	4	hand_0		npc\petm_c_1504		1.5							1					2	30	10	60	npc_foundplayer		3						-1	1	0										5	life_lh_02	5000	sh_lh	210	1	1		212	1	45	18		1711	45					2000		2000						30						-1									
monc022705	偷师剑客	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\monster454		0.92	icon\monster\monster454.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			742												
monc022800	轻浮女子	AttackNpc	1	29	39		1	NormalMon02901	1.3	4.8	hand1_2		npc\monster143		0.885	icon\monster\monster143.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
montg15001	古墓派禁地高手	AttackNpc	8	48	112		1	NormalMon03303	1.3	4.8	hand1_2		npc\monster156		0.925	icon\monster\monster156.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg15002	古墓派禁地侍卫	AttackNpc	8	48	114		1	NormalMon03303	1.3	4.8	hand1_2		npc\monster554		0.865	icon\monster\monster554.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg15003	古墓派禁地死士	AttackNpc	8	48	114		1	NormalMon03303	1.3	4.8	hand1_2		npc\monster396		0.89	icon\monster\monster396.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg15004	古墓派高级弟子	AttackNpc	8	48	113		1	NormalMon03303	1.3	4.8	hand1_2		npc\monster078		0.892101	icon\monster\monster078.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
	"//3,杀人庄"																																																																																												
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
																																																																																													
monc023401	野熊	AttackNpc	7	50	43		1	AnimalMon00102	1	4	hand_0		npc\monster002		1.582473	icon\monster\monster002.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monc023500	阴风谷妖女	AttackNpc	14	50	43		1	NormalMon05001	1.3	4.8	hand1_2		npc\monster088		0.863949	icon\monster\monster088.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			1224												
monc023501	峡匪喽啰	AttackNpc	14	54	43		1	NormalMon05403	1.25	4	hand1_1		npc\monster115		0.915409	icon\monster\monster115.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			1224												
