NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	È¨ÖØ	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	Åö×²¶Ô»°¹æÔò	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	´æÔÚÊ±¼ä	µØÎ»ÆÀ·Ö	ÊÀ½çÊÂ¼þÏà¹Ø	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	NPCÓÅÏÈÏÔÊ¾	Ê¹ÓÃÇá¹¦	Ê±¼äÖá	Ëõ·Å	²»ÄÜÒÆ¶¯	²»ÄÜ·´»÷
WorldNpc01108	CommonNpc	ÐíÈý	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	3	talkrule070503							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01109	CommonNpc	ÑîÖ¾ÈÊ		8	96	2	2		1.25	4	hand1_1	npc\worldnpc368			icon\funcnpc\worldnpc368.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	9	talkrule070209							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01110	CommonNpc	Îº¼°	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc559			icon\funcnpc\worldnpc559.png					0				3	0	0			20	prop_ZhongLiMenPai_218		Home_131	1			6	2	2	talkrule060202							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10										81251;														1			4												
WorldNpc01111	CommonNpc	°×Ðã	5	8	96	2	2		0.8	1.2	hand_0	npc\worldnpc213			icon\funcnpc\worldnpc213.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01112	CommonNpc	Â½Çà´¨		8	96	2	2		1.15	4	hand1_1	npc\worldnpc117			icon\funcnpc\worldnpc117.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	5	talkrule070205							159;171;182;188;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01113	CommonNpc	ÌÆÓêÆæ		8	96	2	2		1.25	4	hand1_1	npc\worldnpc422			icon\funcnpc\worldnpc422.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	3	talkrule070203												1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01114	CommonNpc	¶Å°ÙÎ¶		8	96	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01115	CommonNpc	ËÎÁ°äô	5	8	96	2	2		1.3	4.8	hand1_2	npc\fbfunnpc015003			icon\monster\fbfunnpc015003.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01116	CommonNpc	È«ÆÅÆÅ		8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc009			icon\funcnpc\worldnpc009.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	2	talkrule070202							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01117	CommonNpc	ÀîêÑ	4	8	96	2	2		1.25	4	hand1_1	npc\worldnpc357			icon\funcnpc\worldnpc357.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	6	2	talkrule070602							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc01118	CommonNpc	½ðÓñ¸£	3	8	96	2	2		1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	10	talkrule070210							161;169;177;191;192					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01119	CommonNpc	ºéÇú	3	8	96	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	3	talkrule070203							158;169;176;183;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01120	CommonNpc	ÁøÉ©	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							159;170;177;184;193					1	2		1											1						1			2000	15		2000								0	10																								1			2						9						
WorldNpc01121	CommonNpc	Ñ©¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc370			icon\funcnpc\worldnpc370.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							160;171;178;185;194					1	2		1											1						1			2000	15		2000								0	10										81271;														1			2												
WorldNpc01122	CommonNpc	ÖÜÓñÁá	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc066			icon\funcnpc\worldnpc066.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							161;172;179;186;195					1	2		1											1						1			2000	15		2000								0	10																								1			2						8						
WorldNpc01123	CommonNpc	Î÷ÃÅÔ¶	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0				3	0	0			20							7	1	9	talkrule070109							162;173;180;187;196					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01124	CommonNpc	ÀîÆÅÆÅ	3	8	96	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	2	talkrule070202							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01125	CommonNpc	ÄÏÆÅ		8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc463			icon\funcnpc\worldnpc463.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	2	talkrule070202							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01126	CommonNpc	Ð»ÏËÄï	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc372			icon\funcnpc\worldnpc372.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01127	CommonNpc	ÇØÂ¬ÊÏ	3	8	96	2	2		1.3	4.8	hand1_2	npc\fbfunnpc00024			icon\monster\fbfunnpc00024.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10																								1			2						2						
WorldNpc01128	CommonNpc	»ÆÀÏ»¢		8	96	2	2		1.25	4	hand1_1	npc\worldnpc157			icon\funcnpc\worldnpc157.png					0				3	0	0			20	prop_ZhongLiMenPai_219		Home_131	1			7	7	6	talkrule070706							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01129	CommonNpc	Ð¡Ë«¶ù		8	96	2	2		0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	8	talkrule070208							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01130	CommonNpc	Ð¡±¦		8	96	2	2		1.25	4	hand1_1	npc\worldnpc124			icon\funcnpc\worldnpc124.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	7	talkrule070207							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01131	CommonNpc	Ð¡çæ¶ù		8	96	2	2		0	-1	hand_0	npc\worldnpc121			icon\funcnpc\worldnpc121.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	8	talkrule070208							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01132	CommonNpc	Ð¡»Ô		8	96	2	2		1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	7	talkrule070207												1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01133	CommonNpc	ñ¼±¦¸ù	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc164			icon\funcnpc\worldnpc164.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	1	6	talkrule070106							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10									81252;	81252;														1			3												
WorldNpc01134	CommonNpc	¾ø³¾Ê¦Ì«		8	96	2	2	1	1.25	4	hand1_2	npc\worldnpc1113			icon\funcnpc\worldnpc1113.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	0	5	talkrule070005		zhuanyong_359					296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			0												
WorldNpc01135	CommonNpc	·¶Ò»ÌÀ		8	96	2	2		1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20	prop_ZhengPaiMenPai_4		Home_131	1			7	1	16	talkrule070116							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01136	CommonNpc	¿×Ò¢	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc090			icon\funcnpc\worldnpc090.png					0				3	0	0			20	prop_ZhengPaiMenPai_2		Home_131	1			6	1	2	talkrule060102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc01137	CommonNpc	ÓÚÔ¶Í¼	4	8	96	2	2		1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			8	3	1	talkrule080301							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			8												
WorldNpc01138	CommonNpc	ÓÚÇ«	4	8	96	2	2		0.7	4	hand1_1	npc\worldnpc215			icon\funcnpc\worldnpc215.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	7	talkrule070207							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01139	CommonNpc	Çå¿à		8	96	2	2		1.25	4	hand1_1	npc\worldnpc115			icon\funcnpc\worldnpc115.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_131	1			6	1	2	talkrule060102							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc01140	CommonNpc	²ñ¾Å	1	8	96	2	2		1.25	3.8	hand1_1	npc\worldnpc133			icon\funcnpc\worldnpc133.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	1	4	talkrule070104							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			3						3						
WorldNpc01141	CommonNpc	Ã©¸»¹ó	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	3	talkrule070203							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01142	CommonNpc	ËïÔª	2	8	96	2	2		1.25	4	hand1_1	npc\worldnpc177			icon\funcnpc\worldnpc177.png					0				3	0	0			20	prop_XieEMenPai_101		Home_131	1			5	26	2	talkrule052602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2		2	25									
WorldNpc01143	CommonNpc	Àî³Ð°º	2	8	96	2	2		1.25	4	hand1_1	npc\worldnpc499			icon\funcnpc\worldnpc499.png					0				3	0	0			20	prop_XieEMenPai_101		Home_131	1			5	26	2	talkrule052602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2		2	25									
WorldNpc01144	CommonNpc	ÕÔÒÔÉ½	2	8	96	2	2		1.25	4	hand1_1	npc\worldnpc498			icon\funcnpc\worldnpc498.png					0				3	0	0			20	prop_XieEMenPai_101		Home_131	1			5	26	2	talkrule052602							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			2		2	25									
WorldNpc01145	CommonNpc	Ðì×Ó³å		8	96	2	2		1.25	4	hand1_1	npc\worldnpc519			icon\funcnpc\worldnpc519.png					0				3	0	0			20	prop_ZhongLiMenPai_2		Home_131	1			1	3	4	talkrule010304							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01146	CommonNpc	ËÕÐåÔÆ		8	96	2	2		1.3	4.8	hand1_2	npc\monster327			icon\monster\monster327.png					0				3	0	0			20	prop_ZhongLiMenPai_2		Home_131	1			1	3	4	talkrule010304							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3						8						
WorldNpc01147	CommonNpc	Ñ¦×ÓÎ¨		8	96	2	2		1.25	4	hand1_1	npc\worldnpc253			icon\funcnpc\worldnpc253.png					0				3	0	0			20	prop_ZhongLiMenPai_2		Home_131	1			1	3	4	talkrule010304							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			3												
																								3	0	0			20																																																									10																																							
WorldNpc01149	CommonNpc	ãÉ´äÈá	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc465			icon\funcnpc\worldnpc465.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	2	talkrule070202							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01150	CommonNpc	ÖÜÐþÕæ	3	8	96	2	2		1.25	4	hand1_1	npc\worldnpc197			icon\funcnpc\worldnpc197.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			6	2	3	talkrule060203							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01151	CommonNpc	³ÂÇåÈª	4	8	96	2	2		1.25	4	hand1_1	npc\worldnpc417			icon\funcnpc\worldnpc417.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	5	talkrule070205							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01152	CommonNpc	ÏÄá°	1	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01153	CommonNpc	ÕÅÈý	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc128			icon\funcnpc\worldnpc128.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	13	talkrule070213							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01154	CommonNpc	ÀîËÄ	2	8	96	2	2		1.25	4	hand1_1	npc\worldnpc414			icon\funcnpc\worldnpc414.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	13	talkrule070213							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10									81271;															1			1												
WorldNpc01155	CommonNpc	ÍõÎå	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc175			icon\funcnpc\worldnpc175.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	12	talkrule070212							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01156	CommonNpc	²ÜÁº	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	12	talkrule070212							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10									81270;															1			2												
WorldNpc01157	CommonNpc	Ô¬ÇÕ³«	2	8	96	2	2		1.5	6	hand1_1	npc\worldnpc211			icon\funcnpc\worldnpc211.png					0				3	0	0			20	prop_XieEMenPai_16		Home_131				8	5	2	talkrule080502							296;297;298;299;300					98	100		4									rn_b_hand_01		0			0		0	0			1200	120		2000								0	10																								1			3												
WorldNpc01158	CommonNpc	Ò¶·É	1	8	96	2	2		1.25	4	hand1_1	npc\worldnpc256			icon\funcnpc\worldnpc256.png					0				3	0	0			20	prop_XieEMenPai_16		Home_131	1			6	1	4	talkrule060104			1				163;171;182;188;192					429	180		1											1						1			2000	15		2000						1		0	10									34578;	34517;														1			5												
WorldNpc01159	CommonNpc	ÀîÄÌÄÌ	3	8	96	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20	prop_XieEMenPai_16		Home_131	1			7	2	2	talkrule070202							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10									34582;34583;	34581;34582;														1			2												
																																																																																						10																																							
WorldNpc01160	CommonNpc	ÉÛÐ¡Áù		8	96	2	2		1	4	hand1_1	npc\fbfunnpc002108			icon\monster\fbfunnpc002108.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	5	talkrule070205							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01161	CommonNpc	½ªÂ³		8	96	2	2		1.25	4	hand1_1	npc\worldnpc118			icon\funcnpc\worldnpc118.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	5	talkrule070205							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01162	CommonNpc	ÆÝ±¦Äþ		8	96	2	2		1	4	hand1_2	npc\fb_worldnpc370			icon\monster\fb_worldnpc370.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	5	talkrule070205							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01163	CommonNpc	Ñ¦¹ÈÉ½		8	96	2	2		1	4	hand1_1	npc\fbnpc00490			icon\monster\fbnpc00490.png					0				3	0	0			20			Home_131	1			6	2	2	talkrule060202							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01164	CommonNpc	Ð¡»¶×Ó		8	96	2	2		1.25	4	hand1_1	npc\worldnpc426			icon\funcnpc\worldnpc426.png					0				3	0	0			20			Home_131	1			7	2	7	talkrule070207							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01165	CommonNpc	¶¡ºÚ»¢		8	96	2	2		1.25	4	hand1_1	npc\monster036			icon\monster\monster036.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			6	2	3	talkrule060203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01166	CommonNpc	öµÑÀ¹ù		8	96	2	2		1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			6	2	3	talkrule060203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01167	CommonNpc	¿öÔÆÇå		8	96	2	2		1.25	4	hand1_1	npc\worldnpc361			icon\funcnpc\worldnpc361.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	4	2	talkrule070402							159;170;177;184;193					1	2		1											1						1			2000	15		2000								0	10									2712;	2711;2712;														1			5												
WorldNpc01168	CommonNpc	ÑÏ³¯ÔÆ		8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc193			icon\funcnpc\worldnpc193.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	4	5	talkrule070405							160;171;178;185;194					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc01169	CommonNpc	ËïÔÆÂ·		8	96	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211			1				161;172;179;186;195					1	33		2											1						1			2000	15		2000						1		0	10																								1			2												
WorldNpc01170	CommonNpc	È¸¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							162;173;180;187;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01171	CommonNpc	ÆÁ¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01172	CommonNpc	Áø¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01173	CommonNpc	Ïæ¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01174	CommonNpc	´ä¶ù	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01175	CommonNpc	ÅËÂè	1	8	96	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	6	talkrule070506							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01176	CommonNpc	ÎâÂè	1	8	96	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	6	talkrule070506							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01177	CommonNpc	°¢²Å	2	8	96	2	2		1	4	hand_0	npc\fbfunnpc00026			icon\monster\fbfunnpc00026.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	3	talkrule070503							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01178	CommonNpc	À´¸£	2	8	96	2	2		1	4	hand_0	npc\fbfunnpc00026			icon\monster\fbfunnpc00026.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	3	talkrule070503							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc01179	CommonNpc	Óá¿ªÔª	3	8	96	2	2		1.25	4	hand1_1	npc\worldnpc367			icon\funcnpc\worldnpc367.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	5	talkrule070505							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc01180	CommonNpc	ÂæºìÇú	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc109			icon\funcnpc\worldnpc109.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc01181	CommonNpc	ëÙºì	5	8	96	2	2		1.3	4.8	hand1_2	npc\worldnpc371			icon\funcnpc\worldnpc371.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
