NPC编号	对象类型	ini注释名称	脚本编号	Npc类型	实力包编号	级别	修为经验	怪物强度	掉落	表现AI包编号	AI类型	主动被动	响应范围	NPC种类ID	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	护送类型	护送目标场景编号	护送目标点X	护送目标点Z	能否攻击	能不能被攻击	不能被杀死	护送事件表	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	"追击范围,米"	路径ID	是否随机出现	武器持握方式	武器名称	武器类型	刷新时间	随机动作	出生状态	走路速度	跑步速度	能否移动	是否转身	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	战斗AI命令表	敌人NPC编号表	队友编号	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	附加随机能力编号	普通攻击	是否停止AI	AI编辑包	生存时间	轻功	直接触发	缩放	格挡方式(-1表示不格挡)	破防几率	动作集	势力归属
monrm032300	AttackNpc	锦衣卫突袭弟子		6	1	37		1			1	0	10	0	npc\monster290		0.965	icon\monster\monster290.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																3500																			
monrm032400	AttackNpc	锦衣卫刺杀袭弟子		6	1	37		1			1	0	10	0	npc\monster290		0.965	icon\monster\monster290.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																3500																			
monrm032500	AttackNpc	偷花贼		6	1	7		1			1	0	10	0	npc\worldnpc383		0.898573	icon\funcnpc\worldnpc383.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm032600	AttackNpc	偷花贼头目		6	1	33		2			1	0	10	0	npc\worldnpc383		0.898573	icon\funcnpc\worldnpc383.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm032700	AttackNpc	水贼卧房守卫		6	1	33		1			1	0	10	0	npc\worldnpc553		0.935	icon\funcnpc\worldnpc553.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm032800	AttackNpc	桥头匪徒		6	1	33		1			1	0	10	0	npc\monster190		0.925	icon\monster\monster190.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm032900	AttackNpc	强壮匪徒		6	1	33		1			1	0	10	0	npc\monster190		0.925	icon\monster\monster190.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033000	AttackNpc	游鸾洞高手		6	1	33		1			1	0	10	0	npc\worldnpc574		0.915	icon\funcnpc\worldnpc574.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033100	AttackNpc	通敌渔民		6	1	33		1			1	0	10	0	npc\worldnpc155		0.951261	icon\funcnpc\worldnpc155.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033200	AttackNpc	倭寇		6	1	33		1			1	0	10	0	npc\monster313		0.905	icon\monster\monster313.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033300	AttackNpc	倭寇力士		6	1	33		1			1	0	10	0	npc\monster310		0.980152	icon\monster\monster310.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033400	AttackNpc	武士		6	1	33		1			1	0	10	0	npc\worldnpc238		0.894026	icon\funcnpc\worldnpc238.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033500	AttackNpc	倭寇领头		6	1	33		1			1	0	10	0	npc\monster308		0.96	icon\monster\monster308.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033600	AttackNpc	险恶海盗		6	1	33		1			1	0	10	0	npc\monster313		0.905	icon\monster\monster313.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033700	AttackNpc	海盗头领		6	1	33		1			1	0	10	0	npc\monster308		0.96	icon\monster\monster308.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033800	AttackNpc	险恶渔霸		6	1	33		1			1	0	10	0	npc\monster458		0.925	icon\monster\monster458.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm033900	AttackNpc	龙母庙混混		6	1	33		1			1	0	10	0	npc\monster239		0.96	icon\monster\monster239.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034000	AttackNpc	龙母庙痞子		6	1	33		1			1	0	10	0	npc\monster124		0.9506	icon\monster\monster124.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034100	AttackNpc	龙母庙道长		6	1	33		1			1	0	10	0	npc\worldnpc197		0.939206	icon\funcnpc\worldnpc197.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034200	AttackNpc	龙母庙师太		6	1	33		1			1	0	10	0	npc\monster099		0.832568	icon\monster\monster099.png									0	0				2	40	20	60		0	5	15			hand1_2			-1			1.3	4.5						1																																			
monrm034300	AttackNpc	偷花小贼		6	1	32		1			1	0	10	0	npc\worldnpc383		0.898573	icon\funcnpc\worldnpc383.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034400	AttackNpc	极乐谷弟子		6	1	34		1			1	0	10	0	npc\worldnpc207		0.89833	icon\funcnpc\worldnpc207.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034500	AttackNpc	燕窝盗贼		6	1	29		1			1	0	10	0	npc\monster459		0.935	icon\monster\monster459.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034600	AttackNpc	聋骨滩倭寇		6	1	29		1			1	0	10	0	npc\monster313		0.905	icon\monster\monster313.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034700	AttackNpc	猥琐男子		6	1	29		1			1	0	10	0	npc\worldnpc512		0.935	icon\funcnpc\worldnpc512.png									0	0				2	40	20	60		0	5	15			hand1_1			-1			1.25	4						1																																			
monrm034800	AttackNpc	君子堂弟子		6	1	30		1			1	0	10	0	npc\worldnpc191	1	0.91	icon\funcnpc\worldnpc191.png				"jn_qxshz_001,1,80;jn_qxshz_002,1,100"					0	0				2	30	30	30		0	5	15			hand1_1			-1			1.25	4						1																																			
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
	"//m04,极乐谷刷怪NPC"			6	1			1																																																																																		
monrm040001	AttackNpc	江湖仇家		6	1	8		1			1	0	10	0	npc\worldnpc360		0.929323	icon\funcnpc\worldnpc360.png									0	0				2	15	10	15		0	5	13			hand1_1			-1			1.25	4																																									
monrm040002	AttackNpc	魔教追杀者		6	1	5		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040003	AttackNpc	魔教弟子		6	1	5		1			1	0	10	0	npc\monster189		0.938074	icon\monster\monster189.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040004	AttackNpc	鬼城密探		6	1	8		1			1	0	10	0	npc\monster617		1.058118	icon\monster\monster617.png									0	0				2	15	10	15		0	5	13			hand1_1			-1			1.25	4																																									
monrm040005	AttackNpc	山林强盗头目		6	1	6		2			1	0	10	0	npc\monster252		0.93417	icon\monster\monster252.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040006	AttackNpc	小喽罗		6	1	5		1			1	0	10	0	npc\monster413		0.905	icon\monster\monster413.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040007	AttackNpc	魔教探子		6	1	5		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040008	AttackNpc	极乐谷叛逃弟子		6	1	8		1			1	0	10	0	npc\monster258		0.905	icon\monster\monster258.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040009	AttackNpc	苗疆女杀手		6	1	8		1			1	0	10	0	npc\monster419		0.88	icon\monster\monster419.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040010	AttackNpc	神秘的刀客		6	1	8		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040011	AttackNpc	极乐谷杀手		6	1	8		1			1	0	10	0	npc\monster156		0.925	icon\monster\monster156.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040012	AttackNpc	阴泉杀手头目		6	1	10		2			1	0	10	0	npc\worldnpc246		0.851619	icon\funcnpc\worldnpc246.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040013	AttackNpc	苗疆女刀客		6	1	8		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040014	AttackNpc	马查兰党羽		6	1	8		1			1	0	10	0	npc\monster246		0.72	icon\monster\monster246.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040015	AttackNpc	苗疆女刀客		6	1	8		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040016	AttackNpc	马查兰党羽		6	1	8		1			1	0	10	0	npc\monster246		0.72	icon\monster\monster246.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040017	AttackNpc	苗疆女刀客		6	1	8		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040018	AttackNpc	马查兰党羽		6	1	8		1			1	0	10	0	npc\monster246		0.72	icon\monster\monster246.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040019	AttackNpc	苗疆女刀客		6	1	8		1			1	0	10	0	npc\monster047		0.906333	icon\monster\monster047.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040020	AttackNpc	马查兰党羽		6	1	8		1			1	0	10	0	npc\monster246		0.72	icon\monster\monster246.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040021	AttackNpc	地痞		6	1	14		1			1	0	10	0	npc\monster051		1.035	icon\monster\monster051.png									0	0				2	40	20	60		0	5	13			hand_0			-1			0.6	3.7																																									
monrm040023	AttackNpc	浣花剑派门人		6	1	14		1			1	0	10	0	npc\monster259		0.905	icon\monster\monster259.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040024	AttackNpc	神秘人		6	1	15		1			1	0	10	0	npc\monster395		0.875	icon\monster\monster395.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040025	AttackNpc	极乐门教众		6	1	14		1			1	0	10	0	npc\monster243		0.91	icon\monster\monster243.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040026	AttackNpc	挑衅捕快的恶汉		6	1	14		1			1	0	10	0	npc\monster447		0.97	icon\monster\monster447.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040027	AttackNpc	魔教教众		6	1	16		1			1	0	10	0	npc\monster122		0.919509	icon\monster\monster122.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040028	AttackNpc	魔教探子		6	1	16		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040029	AttackNpc	魔教密探		6	1	16		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040030	AttackNpc	魔教教众		6	1	16		1			1	0	10	0	npc\monster122		0.919509	icon\monster\monster122.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040031	AttackNpc	魔教教众		6	1	16		1			1	0	10	0	npc\monster122		0.919509	icon\monster\monster122.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040032	AttackNpc	魔教教众		6	1	16		1			1	0	10	0	npc\monster122		0.919509	icon\monster\monster122.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040033	AttackNpc	黑衣人		6	1	21		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040034	AttackNpc	黑衣人		6	1	21		1			1	0	10	0	npc\monster072		0.863286	icon\monster\monster072.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040035	AttackNpc	极乐谷女弟子		6	1	25		1			1	0	10	0	npc\monster567		0.84	icon\monster\monster567.png									0	0				2	40	20	60		0	5	13			hand_0			-1			1.5	3.7																																									
monrm040036	AttackNpc	极乐谷弟子		6	1	25		1			1	0	10	0	npc\monster243		0.91	icon\monster\monster243.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040037	AttackNpc	极乐谷弟子		6	1	25		1			1	0	10	0	npc\monster243		0.91	icon\monster\monster243.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040038	AttackNpc	谷主守卫		6	1	25		1			1	0	10	0	npc\worldnpc545		1.03	icon\funcnpc\worldnpc545.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040039	AttackNpc	君子堂密探		6	1	29		1			1	0	10	0	npc\monster134		0.879219	icon\monster\monster134.png									0	0				2	40	20	60		0	5	13			hand1_2			-1			1.3	4.5																																									
monrm040040	AttackNpc	极乐谷弟子		6	1	29		1			1	0	10	0	npc\monster243		0.91	icon\monster\monster243.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040041	AttackNpc	武当送信弟子		6	1	32		1			1	0	10	0	npc\monster564		0.95	icon\monster\monster564.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040042	AttackNpc	宫门护卫弟子		6	1	32		1			1	0	10	0	npc\monster160		0.925	icon\monster\monster160.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040043	AttackNpc	武当弟子		6	1	32		1			1	0	10	0	npc\monster565		0.97	icon\monster\monster565.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040044	AttackNpc	向九尘		6	1	32		1			1	0	10	0	npc\worldnpc053		0.939861	icon\funcnpc\worldnpc090.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1	1.8																																									
monrm040045	AttackNpc	贪心小贩		6	1	31		1			1	0	10	0	npc\worldnpc233		0.898419	icon\funcnpc\worldnpc233.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040046	AttackNpc	魔教探子		6	1	31		1			1	0	10	0	npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
					1																																																																																					
monrm040047	AttackNpc	黑风山喽啰		6	1	18		1			1	0	10	0	npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040048	AttackNpc	黑风山喽啰		6	1	17		1			1	0	10	0	npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040049	AttackNpc	黑风山名仕		6	1	16		2			1	0	10	0	npc\monster121		1.058118	icon\monster\monster121.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040050	AttackNpc	卧虎堂叛徒		6	1	33		1			1	0	10	0	npc\monster053		0.973777	icon\monster\monster053.png									0	0				2	40	20	60		0	5	13			hand_0			-1			1	3																																									
monrm040051	AttackNpc	相貌狰狞之人		6	1	16		1			1	0	10	0	npc\monster066		0.985	icon\monster\monster066.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040052	AttackNpc	黑风山狂徒		6	1	16		1			1	0	10	0	npc\monster239		0.96	icon\monster\monster239.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
monrm040053	AttackNpc	黑风山喽啰		6	1	16		1			1	0	10	0	npc\monster459		0.935	icon\monster\monster459.png									0	0				2	40	20	60		0	5	13			hand1_1			-1			1.25	4																																									
