NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
monm063500	CommonNpc	剑台护卫弟子		8	14	2	2	10		1.25	4	hand1_2	npc\monster293		0.875	icon\monster\monster293.png					0				3	0	0			20																							1	40		1					15	10	60				1					1				2000	30		2000							526		0	10																							1124																					
monm063501	CommonNpc	薄云剑仙姑		8	14	2	2	10		1.25	4	hand1_2	npc\worldnpc448		0.88	icon\funcnpc\worldnpc448.png					0				3	0	0			20																							1	40		1					15	10	60				1					1				2000	30		2000							526		0	10																							1124																					
monm063600	CommonNpc	绝壁守护弟子		8	14	2	2	10		1.25	4	hand1_2	npc\worldnpc743		0.84	icon\funcnpc\worldnpc508.png					0				3	0	0			20																							1	40		1					15	10	60				1					1				2000	30		2000							526		0	10																							1128																					
monm063700	CommonNpc	绝壁佩剑弟子		8	14	2	2	10		1.25	4	hand1_2	npc\worldnpc741		0.859723	icon\funcnpc\worldnpc381.png					0				3	0	0			20																							1	41		1					15	10	60				1					1				2000	30		2000							526		0	10																							1128																					
monm070700	CommonNpc	后山巡逻弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	12		1					15	10	60				1					1				2000	30		2000							527		0	10																							1153																					
monm070701	CommonNpc	懒散的巡逻弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	12		1					15	10	60				1					1				2000	30		2000							527		0	10																							1153																					
monm073100	CommonNpc	谷口守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster454		0.92	icon\monster\monster454.png					0				3	0	0			20																							1	23		1					15	10	60				1					1				2000	30		2000							527		0	10																							1158																					
monm073101	CommonNpc	谷口巡逻弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster454		0.92	icon\monster\monster454.png					0				3	0	0			20																							1	23		1					15	10	60				1					1				2000	30		2000							527		0	10																							1158																					
monm073400	CommonNpc	武当叛门弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	26		1					15	10	60				1					1				2000	30		2000							527		0	10																							1161																					
monm073401	CommonNpc	叛门弟子首领		8	12	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							527		0	10																																												
monm073500	CommonNpc	剑冢护卫弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							527		0	10																							1158																					
monm073501	CommonNpc	高阶剑冢护卫弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							527		0	10																							1158																					
monm074100	CommonNpc	思过崖守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	29		1					15	10	60				1					1				2000	30		2000							527		0	10																							1143																					
monm074101	CommonNpc	思过崖精英守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	31		1					15	10	60				1					1				2000	30		2000							527		0	10																							1143																					
monm074600	CommonNpc	剑冢护卫弟子		8	12	2	2	10		1.25	4	hand1_1	npc\monster565		0.97	icon\monster\monster565.png					0				3	0	0			20																							1	36		1					15	10	60				1					1				2000	30		2000							527		0	10																																												
monm076100	CommonNpc	武当天门护卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	34		1					15	10	60				1					1				2000	30		2000							527		0	10																							1141																					
monm076200	CommonNpc	武当七星峰守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	35		1					15	10	60				1					1				2000	30		2000							527		0	10																							1144																					
monm076201	CommonNpc	剑宗习武弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	35		1					15	10	60				1					1				2000	30		2000							527		0	10																							1144																					
monm076202	CommonNpc	剑宗大弟子		8	12	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	35		1					15	10	60				1					1				2000	30		2000							527		0	10																																												
monm076300	CommonNpc	武当无极峰守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	36		1					15	10	60				1					1				2000	30		2000							527		0	10																							1144																					
monm076301	CommonNpc	气宗习武弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	36		1					15	10	60				1					1				2000	30		2000							527		0	10																							1144																					
monm076302	CommonNpc	气宗大弟子		8	12	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	36		1					15	10	60				1					1				2000	30		2000							527		0	10																																												
																																																																																																																																					
																																																																																																																																					
monm080100	CommonNpc	逃跑的武僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster124		0.9506	icon\monster\monster124.png					0				3	0	0			20																							1	7		1					15	10	60				1					1				2000	30		2000							529		0	10																							1197																					
monm080200	CommonNpc	醉僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster124		0.9506	icon\monster\monster124.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1175																					
monm080300	CommonNpc	狂僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster126		0.887865	icon\monster\monster126.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1176																					
monm080301	CommonNpc	勤杂僧人		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1181																					
monm080302	CommonNpc	苦修僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster111		0.88	icon\monster\monster111.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1181																					
monm080303	CommonNpc	舍利塔守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1176																					
monm080304	CommonNpc	石刻守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1176																					
monm080305	CommonNpc	修行僧人		8	14	2	2	10		1.25	4	hand1_1	npc\monster111		0.88	icon\monster\monster111.png					0				3	0	0			20																							1	6		1					15	10	60				1					1				2000	30		2000							529		0	10																							1176																					
monm080400	CommonNpc	禁地护卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster145		0.965	icon\monster\monster145.png					0				3	0	0			20																							1	9		1					15	10	60				1					1				2000	30		2000							529		0	10																							1173																					
monm080401	CommonNpc	疯僧看守		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	9		1					15	10	60				1					1				2000	30		2000							529		0	10																							1173																					
monm080402	CommonNpc	精英护卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster155		0.795	icon\monster\monster155.png					0				3	0	0			20																							1	9		1					15	10	60				1					1				2000	30		2000							529		0	10																							1173																					
monm080500	CommonNpc	切磋师兄		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	10		1					15	10	60				1					1				2000	30		2000							529		0	10																							1175																					
monm080501	CommonNpc	高级棍僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster145		0.965	icon\monster\monster145.png					0				3	0	0			20																							1	10		1					15	10	60				1					1				2000	30		2000							529		0	10																							1181																					
monm080502	CommonNpc	练功僧人		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	10		1					15	10	60				1					1				2000	30		2000							529		0	10																							1181																					
monm080600	CommonNpc	护阵武僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster126		0.887865	icon\monster\monster126.png					0				3	0	0			20																							1	11		1					15	10	60				1					1				2000	30		2000							529		0	10																							1173																					
monm080601	CommonNpc	罗汉棍僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	11		1					15	10	60				1					1				2000	30		2000							529		0	10																							1174																					
monm080700	CommonNpc	机关铜人		8	14	2	2	10		1.25	4	hand1_1	npc\monster026		1.145568	icon\monster\monster026.png					0				3	0	0			20																							1	12		1					15	10	60				1					1				2000	30		2000							529		0	10																							1173																					
monm080701	CommonNpc	机关木人		8	12	2	2	10		1.25	4	hand1_1	npc\monster026		1.145568	icon\monster\monster026.png					0				3	0	0			20																							1	12		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm081300	CommonNpc	叛僧		8	12	2	2	10		1.25	4	hand1_1	npc\monster509		0.94	icon\monster\monster509.png					0				3	0	0			20																							1	10		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm081301	CommonNpc	酒僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster124		0.9506	icon\monster\monster124.png					0				3	0	0			20																							1	10		1					15	10	60				1					1				2000	30		2000							529		0	10																							1174																					
monm084100	CommonNpc	石佛守卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster140		0.95833	icon\monster\monster140.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							529		0	10																							1196																					
monm084101	CommonNpc	思过武僧		8	12	2	2	10		1.25	4	hand1_1	npc\monster126		0.887865	icon\monster\monster126.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm084102	CommonNpc	犯戒僧		8	14	2	2	10		1.25	4	hand1_1	npc\monster509		0.94	icon\monster\monster509.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							529		0	10																							1219																					
monm084200	CommonNpc	塔林武僧		8	12	2	2	10		1.25	4	hand1_1	npc\monster527		0.905	icon\monster\monster527.png					0				3	0	0			20																							1	28		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm084201	CommonNpc	苦修武僧		8	12	2	2	10		1.25	4	hand1_1	npc\monster111		0.88	icon\monster\monster111.png					0				3	0	0			20																							1	28		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm084202	CommonNpc	参禅武僧		8	12	2	2	10		1.25	4	hand1_1	npc\monster126		0.887865	icon\monster\monster126.png					0				3	0	0			20																							1	28		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
monm084300	CommonNpc	般若堂高手		8	12	2	2	10		1.25	4	hand1_1	npc\monster126		0.887865	icon\monster\monster126.png					0				3	0	0			20																							1	29		1					15	10	60				1					1				2000	30		2000							529		0	10																																												
