NPC编号	对象类型	特殊建筑类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	家园子npc类型	选择操作	鼠标形状	是否转身	走路速度	跑步速度	武器持握方式	武器名称	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	缩放	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	碰撞对话规则	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	钓鱼活动	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	是否有帮派驻地	AI编辑包	善恶参数	直接触发	表演时间（ms）	使用次数	婚宴npc类型	格挡方式(-1表示不格挡)	脱战回血	存在时间(毫秒)	退出发声对话	天气包	护卫跟随点X	护卫跟随点Z	捐献类型	是否可见	优先显示
ShaoLqishiNpc004	CommonNpc		智空		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc047	1		icon\funcnpc\worldnpc047.png					0				3	0	0			20														1	qpcj_10026																																																																														
ShaoLqishiNpc016	CommonNpc		辛笃		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc521	1		icon\funcnpc\worldnpc521.png					0				3	0	0			20														1	qpcj_10027																																																																														
ShaoLqishiNpc017	CommonNpc		禹亮		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc192	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20														1	qpcj_10028																																																																														
ShaoLqishiNpc018	CommonNpc		夏布		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc191	1		icon\funcnpc\worldnpc191.png					0				3	0	0			20														1	qpcj_10030																																																																														
ShaoLqishiNpc020	CommonNpc		赵显		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc077	1		icon\funcnpc\worldnpc077.png					0				3	0	0			20														1	qpcj_10031																																																																														
ShaoLqishiNpc019	CommonNpc		仲余		8	181		2	2	1	0.5	2	hand1_2		npc\worldnpc080	2		icon\funcnpc\worldnpc080.png					0				3	0	0			20														1	qpcj_10032																																																																														
ShaoLqishiNpc010	CommonNpc		夏岸		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc191	1		icon\funcnpc\worldnpc191.png					0				3	0	0			20														1	qpcj_10035																																																																														
ShaoLqishiNpc011	CommonNpc		夏榜		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc520	1		icon\funcnpc\worldnpc520.png					0				3	0	0			20														1	qpcj_10036																																																																														
ShaoLqishiNpc012	CommonNpc		喻佰		8	181		2	2	1	0.5	2	hand1_1		npc\monster379	1		icon\monster\monster379.png					0				3	0	0			20														1	qpcj_10037																																																																														
ShaoLqishiNpc013	CommonNpc		裘桦		8	181		2	2	1	0.5	2	hand1_2		npc\worldnpc445	2		icon\funcnpc\worldnpc445.png					0				3	0	0			20														1	qpcj_10038																																																																														
																																																																																																																													
																																																																																																																													
	//武当																																																																																																																												
WuDqishiNpc001	CommonNpc		张辰愿		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc224	1		icon\funcnpc\worldnpc224.png					0				3	0	0			20														1	qpcj_10020																																																																														
WuDqishiNpc002	CommonNpc		尤华炜		8	181		2	2	1	0.5	2	hand1_1		npc\monster114	1		icon\monster\monster114.png					0				3	0	0			20														1	qpcj_10021																																																																														
WuDqishiNpc003	CommonNpc		乐剩		8	181		2	2	1	0.5	2	hand1_1		npc\monster165	1		icon\monster\monster165.png					0				3	0	0			20														1	qpcj_10022																																																																														
WuDqishiNpc004	CommonNpc		郎欧		8	181		2	2	1	0.5	2	hand1_1		npc\monster264	1		icon\monster\monster264.png					0				3	0	0			20														1	qpcj_10024																																																																														
WuDqishiNpc005	CommonNpc		茅悲忧		8	181		2	2	1	0.5	2	hand1_1		npc\monster266	1		icon\monster\monster266.png					0				3	0	0			20														1	qpcj_10025																																																																														
WuDqishiNpc006	CommonNpc		宁旸		8	181		2	2	1	0.5	2	hand1_1		npc\monster265	1		icon\monster\monster265.png					0				3	0	0			20														1	qpcj_10026																																																																														
WuDqishiNpc007	CommonNpc		蒲莱		8	181		2	2	1	0.5	2	hand1_1		npc\monster160	1		icon\monster\monster160.png					0				3	0	0			20														1	qpcj_10028																																																																														
WuDqishiNpc008	CommonNpc		徒柄		8	181		2	2	1	0.5	2	hand1_1		npc\monster270	1		icon\monster\monster270.png					0				3	0	0			20														1	qpcj_10029																																																																														
WuDqishiNpc009	CommonNpc		弘志怅		8	181		2	2	1	0.5	2	hand1_1		npc\monster271	1		icon\monster\monster271.png					0				3	0	0			20														1	qpcj_10030																																																																														
WuDqishiNpc010	CommonNpc		须丹		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc229	1		icon\funcnpc\worldnpc229.png					0				3	0	0			20														1	qpcj_10032																																																																														
WuDqishiNpc011	CommonNpc		太光		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc288	1		icon\funcnpc\worldnpc288.png					0				3	0	0			20														1	qpcj_10033																																																																														
WuDqishiNpc012	CommonNpc		鲍书		8	181		2	2	1	0.5	2	hand1_1		npc\fbnpc00181			icon\monster\fbnpc00181.png					0				3	0	0			20														1	qpcj_10034																																																																														
WuDqishiNpc013	CommonNpc		尚庄		8	181		2	2	1	0.5	2	hand1_1		npc\malenpc			icon\monster\malenpc.png					0				3	0	0			20														1	qpcj_10035																																																																														
WuDqishiNpc014	CommonNpc		明清幽		8	181		2	2	1	0.5	2	hand1_2		npc\monster159	2		icon\monster\monster159.png					0				3	0	0			20														1	qpcj_10036																																																																														
WuDqishiNpc015	CommonNpc		莫芙水		8	181		2	2	1	0.5	2	hand1_2		npc\worldnpc230	2		icon\funcnpc\worldnpc230.png					0				3	0	0			20														1	qpcj_10037																																																																														
WuDqishiNpc016	CommonNpc		慕容初秋		8	181		2	2	1	0.5	2	hand1_2		npc\worldnpc226a	2		icon\funcnpc\worldnpc226a.png					0				3	0	0			20														1	qpcj_10038																																																																														
																																																																																																																													
																																																																																																																													
	//唐门																																																																																																																												
TangMqishiNpc002	CommonNpc		容若		8	181		2	2	1	0.5	2	hand1_1		npc\fbfunnpc00241			icon\monster\fbfunnpc00241.png					0				3	0	0			20														1	qpcj_10021																																																																														
TangMqishiNpc003	CommonNpc		容棋		8	181		2	2	1	0.5	2	hand1_2		npc\worldnpc507	2		icon\funcnpc\worldnpc507.png					0				3	0	0			20														1	qpcj_10024																																																																														
TangMqishiNpc004	CommonNpc		贾凡清		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc728	1		icon\funcnpc\worldnpc728.png					0				3	0	0			20														1	qpcj_10028																																																																														
TangMqishiNpc005	CommonNpc		申趣		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc205	1		icon\funcnpc\worldnpc205.png					0				3	0	0			20														1	qpcj_10032																																																																														
TangMqishiNpc006	CommonNpc		沙藏金		8	181		2	2	1	0.5	2	hand1_1		npc\funcnpc005			icon\funcnpc\funcnpc005.png					0				3	0	0			20														1	qpcj_10036																																																																														
																																																																																																																													
																																																																																																																													
	//锦衣卫																																																																																																																												
JinYWqishiNpc002	CommonNpc		章鸥		8	181		2	2	1	0.5	2	hand1_1		npc\worldnpc269	1		icon\funcnpc\worldnpc269.png					0				3	0	0			20														1	qpcj_10020																																																																														
JinYWqishiNpc003	CommonNpc		荀超		8	181		2	2	1	0.5	2	hand1_1		npc\fbboss00026	1		icon\monster\fbboss00026.png					0				3	0	0			20														1	qpcj_10022																																																																														
JinYWqishiNpc004	CommonNpc		汪旸		8	181		2	2	1	0.5	2	hand1_1		npc\fbboss00328	1		icon\monster\fbboss00328.png					0				3	0	0			20														1	qpcj_10023																																																																														
JinYWqishiNpc005	CommonNpc		汪综		8	181		2	2	1	0.5	2	hand1_1		npc\fbboss00329	1		icon\monster\fbboss00329.png					0				3	0	0			20														1	qpcj_10024																																																																														
JinYWqishiNpc006	CommonNpc		石骏		8	181		2	2	1	0.5	2	hand1_1		npc\fbboss00331	1		icon\monster\fbboss00331.png					0				3	0	0			20														1	qpcj_10026																																																																														
JinYWqishiNpc007	CommonNpc		乔超		8	181		2	2	1	0.5	2	hand1_1		npc\fbnpc00001			icon\monster\fbnpc00001.png					0	Adventure\hb\JinYWqishiNpc007.lua			3	0	0			20														1	qpcj_10027																																																																														
JinYWqishiNpc008	CommonNpc		戚丰		8	181		2	2	1	0.5	2	hand1_1		npc\fbboss00323	1		icon\monster\fbboss00323.png					0				3	0	0			20														1	qpcj_10028																																																																														
JinYWqishiNpc009	CommonNpc		夏殇		8	181		2	2	1	0.5	2	hand1_1		npc\fbnpc00494			icon\monster\fbnpc00494.png					0				3	0	0			20														1	qpcj_10030																																																																														
JinYWqishiNpc010	CommonNpc		任容昆		8	181		2	2	1	0.5	2	hand1_1		npc\monster283	1		icon\monster\monster283.png					0				3	0	0			20														1	qpcj_10031																																																																														
