NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
bosstg30004	上官轻燕	BossNpc		9	69	18		3			1.3	4.8	hand1_2		npc\worldnpc526		0.84	icon\funcnpc\worldnpc526.png			npc\tiguan\30\bosstg30004.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg30005	鲁旺哀	BossNpc		9	135	18		3			1.25	4	hand1_1		npc\monster036		1.030654	icon\monster\monster036.png			npc\tiguan\30\bosstg30005.lua	"jn_tg30_051,1,30;jn_tg30_052,1,30;jn_tg30_053,1,30;jn_tg30_054,1,10;jn_tg30_055,1,0;jn_tg30_056,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg30006	关玉兵	BossNpc		9	137	18		3			1.25	4	hand1_1		npc\worldnpc494		0.95	icon\funcnpc\worldnpc494.png			npc\tiguan\30\bosstg30006.lua	"jn_tg30_061,1,30;jn_tg30_062,1,30;jn_tg30_063,1,0;jn_tg30_064,1,30;jn_tg30_065,1,10;jn_tg30_066,1,0;jn_tg30_067,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg30007	陈百味	BossNpc		9	69	18		3			1.25	4	hand1_1		npc\worldnpc231		0.895501	icon\funcnpc\worldnpc231.png			npc\tiguan\30\bosstg30007.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg30008	关逢雷	BossNpc		9	133	18		3			1.15	5	sword5_1		npc\worldnpc178		1.072289	icon\funcnpc\worldnpc178.png			npc\tiguan\30\bosstg30008.lua	"jn_tg30_013,1,100;jn_tg30_018,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem202	2		1																	1		500	1	1000	0					30			1		85	1	0	2										7												
																																																																																																	
	31：幽灵山庄																																																																									0																							
bosstg31001	老刀把子	BossNpc		9	69	40		3			0.57	5	blade4_1		npc\worldnpc312		0.953979	icon\funcnpc\worldnpc312.png			npc\tiguan\31\bosstg31001.lua	"jn_tg31_011,1,60;jn_tg31_012,1,60;jn_tg31_013,1,0;jn_tg31_014,1,40;jn_tg31_015,1,40"	7			1	1	2	8	60	40	npc_foundplayer					b_r_npcitem329			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31002	勾魂使者	BossNpc		9	69	40		3			1.15	5	sword6_1		npc\monster103		0.901124	icon\monster\monster103.png			npc\tiguan\31\bosstg31002.lua	"jn_tg31_021,1,0;jn_tg31_022,1,60;jn_tg31_023,1,60;jn_tg31_024,1,0;jn_tg31_025,1,40;jn_tg31_026,1,40"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem213			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31003	夺魄使者	BossNpc		9	69	40		3			1.3	5	blade2_1		npc\monster231		0.955	icon\monster\monster231.png			npc\tiguan\31\bosstg31003.lua	"jn_tg31_031,1,60;jn_tg31_032,1,0;jn_tg31_033,1,60;jn_tg31_034,1,0;jn_tg31_035,1,40;jn_tg31_036,1,40"	7			1	1	2	8	60	40	npc_foundplayer					b_r_npcitem061			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31004	降龙	BossNpc		9	69	40		3			0.75	5	lstuff5_1		npc\monster124		0.9506	icon\monster\monster124.png			npc\tiguan\31\bosstg31004.lua	"jn_tg31_041,1,60;jn_tg31_042,1,60;jn_tg31_043,1,0;jn_tg31_044,1,40;jn_tg31_045,1,40"	7			1	1	2	8	60	40	npc_foundplayer					lst_r_npcitem160			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31005	伏虎	BossNpc		9	69	40		3			0.8	5	lspear1_1		npc\monster126		0.887865	icon\monster\monster126.png			npc\tiguan\31\bosstg31005.lua	"jn_tg31_051,1,0;jn_tg31_052,1,60;jn_tg31_053,1,60;jn_tg31_054,1,40;jn_tg31_055,1,40"	7			1	1	2	8	60	40	npc_foundplayer					lsp_r_npcitem207			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31006	公孙启	BossNpc		9	69	40		3			1.25	4	hand1_1		npc\monster445		0.975	icon\monster\monster445.png			npc\tiguan\31\bosstg31006.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31007	石不归	BossNpc		9	69	40		3			1.25	4	hand1_1		npc\monster458		0.925	icon\monster\monster458.png			npc\tiguan\31\bosstg31007.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31008	丁芒	BossNpc		9	69	40		3			1.55	3.7	hand1_1		npc\monster472		0.925	icon\monster\monster472.png			npc\tiguan\31\bosstg31008.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31009	韩若谷	BossNpc		9	69	40		3			0.75	5	sword3_1		npc\monster152		0.92	icon\monster\monster152.png			npc\tiguan\31\bosstg31009.lua	"jn_tg31_091,1,0;jn_tg31_092,1,0;jn_tg31_093,1,0;jn_tg31_094,1,40;jn_tg31_095,1,40"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem202			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31010	韩雪	BossNpc		9	69	40		3			1.3	4.8	hand1_2		npc\monster583		0.87	icon\monster\monster583.png			npc\tiguan\31\bosstg31010.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg31011	韩菱	BossNpc		9	69	40		3			1.3	4.8	hand1_2		npc\monster584		0.87	icon\monster\monster584.png			npc\tiguan\31\bosstg31011.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
																																																																																																	
	32：天罗教																																																																									0																							
bosstg32001	司空天行	BossNpc		9	69	60		3			0.8	5	dsword1_1		npc\worldnpc1623		0.905	icon\funcnpc\worldnpc1633.png			npc\tiguan\32\bosstg32001.lua	"jn_tg32_011,1,0;jn_tg32_012,1,0;jn_tg32_013,1,0;jn_tg32_014,1,30;jn_tg32_015,1,10;jn_tg32_016,1,0;jn_tg32_018,1,0"	7			1	1	2	8	60	40	npc_foundplayer					db_rl_npcitem201			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32002	司空姚氏	BossNpc		9	69	60		3			1.2	3.2	blade1_2		npc\worldnpc185		0.875665	icon\funcnpc\worldnpc1634.png			npc\tiguan\32\bosstg32002.lua	"jn_tg32_021,1,30;jn_tg32_022,1,0;jn_tg32_023,1,0;jn_tg32_024,1,30;jn_tg32_025,1,10;jn_tg32_026,1,0"	7			1	1	2	8	60	40	npc_foundplayer					b_r_npcitem415			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32003	雷天明	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc234		0.89503	icon\funcnpc\worldnpc234.png			npc\tiguan\32\bosstg32003.lua	"jn_tg32_031,1,0;jn_tg32_032,1,0;jn_tg32_033,1,30;jn_tg32_034,1,10;jn_tg32_035,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32004	江羽轩	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster445		0.975	icon\funcnpc\worldnpc1636.png			npc\tiguan\32\bosstg32004.lua	"jn_tg32_041,1,0;jn_tg32_042,1,0;jn_tg32_043,1,0;jn_tg32_044,1,30;jn_tg32_045,1,10;jn_tg32_046,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32005	公孙飞龙	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster447		0.97	icon\funcnpc\worldnpc1637.png			npc\tiguan\32\bosstg32005.lua	"jn_tg32_051,1,0;jn_tg32_052,1,0;jn_tg32_053,1,0;jn_tg32_054,1,30;jn_tg32_055,1,10;jn_tg32_056,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32006	西门浩南	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster123		0.915	icon\funcnpc\worldnpc1638.png			npc\tiguan\32\bosstg32006.lua	"jn_tg32_061,1,0;jn_tg32_062,1,0;jn_tg32_063,1,30;jn_tg32_064,1,10;jn_tg32_065,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32007	向百清	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc077		0.919118	icon\funcnpc\worldnpc077.png			npc\tiguan\32\bosstg32007.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32008	司空豹	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc563		0.905	icon\funcnpc\worldnpc563.png			npc\tiguan\32\bosstg32008.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32009	熊天豹	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc565		0.905	icon\funcnpc\worldnpc565.png			npc\tiguan\32\bosstg32009.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32010	严泉	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster036		1.030654	icon\monster\monster036.png			npc\tiguan\32\bosstg32010.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32011	柳启龙	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc384		0.922367	icon\funcnpc\worldnpc384.png			npc\tiguan\32\bosstg32011.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32012	肖天虎	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster311		0.849352	icon\monster\monster311.png			npc\tiguan\32\bosstg32012.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32013	肖天豹	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\monster312		0.86698	icon\monster\monster312.png			npc\tiguan\32\bosstg32013.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg32014	秦博琪	BossNpc		9	69	60		3			1.25	4	hand1_1		npc\worldnpc564		0.905	icon\funcnpc\worldnpc564.png					7			1	1	2	8	60	40	npc_foundplayer								1																																85			2										7												
	//青云堡禁地奇遇																																																																																																
qy_120118_clone021_SMR	神秘人	BossNpc		3	57	46		3	qy_qyb_SMR		1.25	4	hand1_1		npc\worldnpc574		0.905	icon\funcnpc\worldnpc574.png			Adventure\clone021\qy_120118_clone021_SMR.lua		7			1	1	2	8	60	40	npc_foundplayer								1																			1500	1	1000	0					30			1				-1																							
qy_120118_clone021_MRDY	慕容狄云	BossNpc		3	63	46		3			1.25	4	hand1_1		npc\worldnpc503		0.86698	icon\funcnpc\worldnpc503.png			Adventure\clone021\qy_120118_clone021_MRDY.lua		7			1	1	2	8	60	40	npc_foundplayer								1																			1500	1	1000	0					30			1				-1																							
qy_120118_clone021_wumao_1	吴茂	BossNpc		3	60	25		3			1.25	4	blade1_1		npc\monster065		0.925				Adventure\clone021\clone021_qy_wumao_01.lua		7	0	10	1	1	2	8	60	40	npc_foundplayer					b_r_npcitem024	2		1	0																		2000	1	1000	0					30			1		122		-1																							
bossqybqy01	分组薛豹	BossNpc		3	4	25		3			1.25	4	hand1_1		npc\monster261		0.925	icom\monster\monster261.png			Adventure\clone021\bossqybqy01.lua		7			1	1	2	1	1	1	npc_foundplayer								1																			1500	1	1000	0					30			1				-1																							
bossqybqy02	马斐	BossNpc		3	57	25		3	qy_qyb_bag4		1.25	4	hand1_1		npc\monster038		0.925	icom\monster\monster038.png					7			1	1	2	8	60	40	npc_foundplayer								1																			1500	1	1000	0					30			1				-1																							
																																								1																			1500	1	1000	0					18			1				-11																							
	//二内事件boss																																																																																																
qy_0215_jzt_qieshuzei	窃书贼	BossNpc		3	120	10		3			1.25	4	hand1_1		npc\worldnpc574		0.925	icon\funcnpc\worldnpc574.png			Adventure\junzitang\qy_jzt_qsz.lua		7		10	1	1	2	1	1	1	npc_foundplayer								1																			1500	1		0					18			1		141		-1		1								1													
World_Mojiao01	楼上君	BossNpc		3	57	45		3	Game_drp_event_001		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao02	茅上君	BossNpc		3	57	45		3	Game_drp_event_002		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao03	亭上君	BossNpc		3	57	45		3	Game_drp_event_003		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao04	崖上君	BossNpc		3	57	45		3	Game_drp_event_004		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao05	柱上君	BossNpc		3	57	45		3	Game_drp_event_005		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao06	壁上君	BossNpc		3	57	45		3	Game_drp_event_006		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao07	堂上君	BossNpc		3	57	45		3	Game_drp_event_007		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao08	殿上君	BossNpc		3	57	45		3	Game_drp_event_008		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1								1													
World_Mojiao09	水上君	BossNpc		3	57	45		3	Game_drp_event_010		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1																					
World_Mojiao10	阁上君	BossNpc		3	57	45		3	Game_drp_event_011		1.5	5	knife3_1		npc\monster072		1.030654	icon\monster\monster072.png			Adventure\World_Mojiao.lua	"event_boss02_1,1,20;event_boss02_2,1,30;event_boss02_3,1,10;event_boss02_4,1,40;"	7	0	16	1	1	2	1500	60	1800	npc_foundplayer					k_r_492			1																	0		1500	1	2000	0					30			1		141		-1		1																					
school06_stronghone_01	魔教童子	BossNpc		3	68	60		3			1.5	5	hand1_1		npc\monster492		1.030654	icon\monster\monster492.png				"event_boss02_5,1,50;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_02	魔教妖女	BossNpc		3	65	55		3			1.5	5	hand1_1		npc\monster276		1.030654	icon\monster\monster276.png				"event_boss02_6,1,50"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_03	魔教弟子	BossNpc		3	60	50		3			1.5	5	hand1_1		npc\monster616		1.030654	icon\monster\monster616.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_04	魔教弟子	BossNpc		3	60	50		3			1.5	5	hand1_1		npc\monster617		1.030654	icon\monster\monster617.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_05	魔教弟子	BossNpc		3	60	50		3			1.5	5	hand1_1		npc\monster618		1.030654	icon\monster\monster618.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_06	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_07	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_08	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_09	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_10	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_11	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_12	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_13	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_14	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_15	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_16	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
school06_stronghone_17	魔教弟子（被动）	BossNpc		3	69	10		3			1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			2		141		-1		1								1													
school06_stronghone_18	魔教弟子（主动）	BossNpc		3	69	10		3	Game_drp_event_009		1.5	5	hand1_1		npc\monster243		1.030654	icon\monster\monster243.png				"event_boss02_7,1,20;event_boss02_8,1,30;"	7	0	10	1	1	2	1500	60	1800	npc_foundplayer								1																	0		2000	1	2000	0					20			1		141		-1		1								1													
