NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	无法跟随时自动停止	大逃杀专用TYPE	
newworld_xiyu_shuaguaizhandou_250	AttackNpc	黄奎		1	1	2	2			1.25	4	dsword3_1	npc\monster445	1	0.925	icon\monster\monster445.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_251	AttackNpc	向无极		1	1	2	2			1.25	4	dsword3_1	npc\monster445	1	0.863286	icon\monster\monster445.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_252	AttackNpc	瓦努玉崆		1	1	2	2			1.25	4	dsword3_1	npc\monster445	1	1.095932	icon\monster\monster445.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
	//抱犊寨																																																																																																																																											
newworld_xiyu_shuaguaizhandou_253	AttackNpc	公孙奇		1	1	2	2			1.25	4	dsword3_1	npc\worldnpc552	1	0.919563	icon\funcnpc\worldnpc552.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_254	AttackNpc	公孙昊天		1	1	2	2			1.25	4	dsword3_1	npc\worldnpc157	1	0.919563	icon\funcnpc\worldnpc157.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_255	AttackNpc	公孙赞		1	1	2	2			1.25	4	dsword3_1	npc\worldnpc552	1	0.905	icon\funcnpc\worldnpc552.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_256	AttackNpc	公孙降		1	1	2	2			1.25	4	dsword3_1	npc\worldnpc157	1	0.935	icon\funcnpc\worldnpc157.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_257	AttackNpc	公孙德清		1	1	2	2			1.25	4	dsword3_1	npc\worldnpc552	1	0.931476	icon\funcnpc\worldnpc552.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
	//天宝寨																																																																																																																																											
newworld_xiyu_shuaguaizhandou_258	AttackNpc	刘铁胆		1	1	2	2			1.25	4	hand1_1	npc\monster460	1	0.935	icon\monster\monster460.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_259	AttackNpc	唐语曦		1	1	2	2			1.25	4	hand1_1	npc\monster242	1	0.89833	icon\monster\monster242.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_260	AttackNpc	韩笑		1	1	2	2			1.25	4	hand1_1	npc\monster460	1	0.975	icon\monster\monster460.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_261	AttackNpc	张飞雨		1	1	2	2			1.25	4	hand1_1	npc\monster242	1	0.985	icon\monster\monster242.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_262	AttackNpc	谢阕吟		1	1	2	2			1.25	3.5	hand1_1	npc\monster460	1	1.030654	icon\monster\monster460.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_263	AttackNpc	仇毅		1	1	2	2			1.25	4	hand1_1	npc\monster242	1	0.91	icon\monster\monster242.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_264	AttackNpc	唐语曦(新版技能，备用)		1	1	2	2			1.25	4	hand1_1	npc\monster460	1	0.89833	icon\monster\monster460.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_nrjbd01	"Npc_xy_nrjbd01,1,0;Npc_xy_nrjbd02,1,0;Npc_xy_nrjbd03,1,0;Npc_xy_nrjbd04,1,0;Npc_xy_nrjbd05,1,0;Npc_xy_nrjbd06,1,0;Npc_xy_nrjbd07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,6"		-1								500	25	1	1000			0				1																								3103		1	5	2			30				900000																				
	//虎啸山庄																																																																																																																																											
newworld_xiyu_shuaguaizhandou_265	AttackNpc	关逢雷		1	1	2	2			1.15	5	blade1_1	npc\worldnpc157	1	1.072289	icon\funcnpc\worldnpc157.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20				2		1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								500	25	1	1000			0				1																								3091		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_266	AttackNpc	洪喜		1	1	2	2			1.15	5	blade1_1	npc\worldnpc566	1	0.8931678	icon\funcnpc\worldnpc566.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20				2		1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3091		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_267	AttackNpc	刘百手		1	1	2	2			1.25	4	blade1_1	npc\worldnpc157	1	0.905	icon\funcnpc\worldnpc157.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3091		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_268	AttackNpc	鲁旺哀		1	1	2	2			1.25	4	blade1_1	npc\worldnpc566	1	1.030654	icon\funcnpc\worldnpc566.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3091		1	5	2			30				900000								2	interact042	5000	1000									
newworld_xiyu_shuaguaizhandou_269	AttackNpc	关玉兵		1	1	2	2			1.25	4	blade1_1	npc\worldnpc157	1	0.95	icon\funcnpc\worldnpc157.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3091		1	5	2			30				900000								2	interact043	5000	1000									
newworld_xiyu_shuaguaizhandou_270	AttackNpc	关逢雷		1	1	2	2			1.15	5	blade1_1	npc\worldnpc566	1	1.072289	icon\funcnpc\worldnpc566.png				b_r_npcitem318	0			npc_foundplayer	7					25																						372	20				2		1	8	1	40		Npc_by_xhmdl01	"Npc_by_xhmdl01,1,0;Npc_by_xhmdl02,1,0;Npc_by_xhmdl03,1,0;Npc_by_xhmdl04,1,0;Npc_by_xhmdl05,1,0;Npc_by_xhmdl06,1,0;Npc_by_xhmdl07,1,0;Npc_by_xhmdl08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								500	25	1	1000			0				1																								3091		1	5	2			30				900000								2	interact045	5000	1000									
	//幽灵山庄																																																																																																																																											
newworld_xiyu_shuaguaizhandou_271	AttackNpc	老刀把子		1	1	2	2			0.57	5	sword1_1	npc\monster378	1	0.953979	icon\monster\monster378.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact048	5000	1000									
newworld_xiyu_shuaguaizhandou_272	AttackNpc	勾魂使者		1	1	2	2			1.15	5	sword1_1	npc\worldnpc565	1	0.901124	icon\funcnpc\worldnpc565.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact049	5000	1000									
newworld_xiyu_shuaguaizhandou_273	AttackNpc	夺魄使者		1	1	2	2			1.3	5	sword1_1	npc\monster378	1	0.955	icon\monster\monster378.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact050	5000	1000									
newworld_xiyu_shuaguaizhandou_274	AttackNpc	降龙		1	1	2	2			0.75	5	sword1_1	npc\worldnpc565	1	0.9506	icon\funcnpc\worldnpc565.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact051	5000	1000									
newworld_xiyu_shuaguaizhandou_275	AttackNpc	伏虎		1	1	2	2			0.8	5	sword1_1	npc\monster378	1	0.887865	icon\monster\monster378.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact052	5000	1000									
newworld_xiyu_shuaguaizhandou_276	AttackNpc	韩若谷		1	1	2	2			0.75	5	sword1_1	npc\worldnpc565	1	0.92	icon\funcnpc\worldnpc565.png				s_r_npcitem087	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3105		1	5	2			30				900000								2	interact056	5000	1000									
	//天罗教																																																																																																																																											
newworld_xiyu_shuaguaizhandou_277	AttackNpc	司空天行		1	1	2	2			0.8	5	dsword3_1	npc\monster074	1	0.905	icon\monster\monster074.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_278	AttackNpc	司空姚氏		1	1	2	2			1.2	3.2	dsword3_2	npc\monster058	2	0.875665	icon\monster\monster058.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_279	AttackNpc	雷天明		1	1	2	2			1.25	4	dsword3_1	npc\monster074	1	0.89503	icon\monster\monster074.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_280	AttackNpc	江羽轩		1	1	2	2			1.25	4	dsword3_1	npc\monster052	1	0.975	icon\monster\monster052.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_281	AttackNpc	公孙飞龙		1	1	2	2			1.25	4	dsword3_1	npc\monster074	1	0.97	icon\monster\monster074.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_282	AttackNpc	西门浩南		1	1	2	2			1.25	4	dsword3_1	npc\monster052	1	0.915	icon\monster\monster052.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_by_xlxf01	"Npc_by_xlxf01,1,0;Npc_by_xlxf02,1,0;Npc_by_xlxf03,1,0;Npc_by_xlxf04,1,0;Npc_by_xlxf05,1,0;Npc_by_xlxf06,1,0;Npc_by_xlxf07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3101		1	5	2			30				900000								2	interact041	5000	1000									
newworld_xiyu_shuaguaizhandou_300	AttackNpc	西门浩南		1	1	2	2			1.25	4	hand1_1	npc\monster052	1	0.915	icon\players\weizhi.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40			"jn_tg32_061,1,0;jn_tg32_062,1,0;jn_tg32_063,1,30;jn_tg32_064,1,10;jn_tg32_065,1,0"		-1								1500	25	1	1000			0				1																										1	5	2			30				900000								2	interact041	5000	1000									
newworld_xiyu_reword_sg	BoxNpc	刷怪玩法奖励箱			161	9	28						npc\itemnpc591			icon\funcnpc\itemnpc005.png														3																										comd_new_xiyu_wanfa_shuaguai				20	2	30																																																										300000								2	interact041	5000	1000	light_hold_165	light_move_513							
																																																																																																																																												
																																																																																																																																												
																																																																																																																																												
																																																																																																																																												
	//西域引导NPC																																																																																																																																											
	//对话树																																																																																																																																											
newworld_xiyu_yd_001	CommonNpc	撒马尔罕		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1328	1		icon\monster\monster259.png					0				3	0	0			20							6	2	2	talkrule060202												39	20		1											1						1			2000	15		2000									10																							1			4								worldnpc04418_end																			
newworld_xiyu_yd_002	CommonNpc	隐士		8	525	2	2			1.25	4	hand1_1	npc\worldnpc239	1		icon\monster\monster259.png					0				3	0	0			20							6	2	2	talkrule060202												39	20		1											1						1			2000	15		2000									10																							1			4								worldnpc04418_end																			
newworld_xiyu_yd_003	CommonNpc	孩童		8	525	2	2			1.25	4	hand1_1	npc\worldnpc427	1		icon\monster\monster259.png					0				3	0	0			20							6	2	2	talkrule060202												39	20		1											1						1			2000	15		2000									10																							1			4								worldnpc04418_end																			
newworld_xiyu_yd_004	CommonNpc	妇人		8	525	2	2			1.25	4	hand1_1	npc\worldnpc235	1		icon\monster\monster259.png					0				3	0	0			20							6	2	2	talkrule060202												39	20		1											1						1			2000	15		2000									10																							1			4								worldnpc04418_end																			
newworld_xiyu_yd_005	CommonNpc	引导箭头		8	202	0				0	0	hand_0	npc\itemnpc057djyd			icon\monster\fbboss00169.png					0				3	0	0			20																						1	1		1																																																						520												yd_0518_jmy03_end																			
																																																																																																																																												
	//少林																																																																																																																																											
newworld_xiyu_sl_001	CommonNpc	玄怀大师		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1117	1		icon\funcnpc\worldnpc1117.png					0				3	0	0			50																						31	60		1					5	5	5		Npc_sl_lzs01	"Npc_sl_lzs01,6,0;Npc_sl_lzs02,6,0;Npc_sl_lzs03,7,0;Npc_sl_lzs04,3,0;Npc_sl_lzs05,6,0;Npc_sl_lzs06,6,0;Npc_sl_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0									2000	15		2000							1501	"1500,0"	10																						2190	1			8								worldnpc00212_end										5									
