NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
BossBox021204B	BoxNpc	薛仁	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss204_b	6			-1							2	9		10376		2	40	10	1	5
BossBox021205B	BoxNpc	郭棣	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss205_b	6			-1							2	9		10376		2	40	10	1	5
BossBox021206B	BoxNpc	吴真	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss206_b	6			-1							2	9		10376		2	40	10	1	5
		//地狱																														
BossBox021301B	BoxNpc	田锋	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss301_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021302B	BoxNpc	老管家	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss302_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021303B	BoxNpc	鲍梦婕	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss303_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021304B	BoxNpc	薛仁	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss304_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021305B	BoxNpc	郭棣	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss305_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021306B	BoxNpc	吴真	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss306_b	6			-1							2	9		10376		2	48	10	1	5
BossBox021308B	BoxNpc	仇恨天	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss309_b	6			-1							2	9		10376		2	48	10	1	5
																																
		//青云堡阶段三																														
		//普通																														
BossBox021001C	BoxNpc	田锋	npc\itemboxnpc002		161		3		3	interact041	5000	QingYBoss001_c	6			-1							2	9		10376		2	33	10	1	5
BossBox021002C	BoxNpc	老管家	npc\itemboxnpc002		161		3		3	interact041	5000	QingYBoss002_c	6			-1							2	9		10376		2	33	10	1	5
BossBox021003C	BoxNpc	鲍梦婕	npc\itemboxnpc002		161		3		3	interact041	5000	QingYBoss003_c	6			-1							2	9		10376		2	33	10	1	5
BossBox021004C	BoxNpc	薛仁	npc\itemboxnpc002		161		3		3	interact041	5000	QingYBoss004_c	6			-1							2	9		10376		2	33	10	1	5
BossBox021005C	BoxNpc	郭棣	npc\itemboxnpc002		161		3		3	interact041	5000	QingYBoss005_c	6			-1							2	9		10376		2	33	10	1	5
		//困难																														
BossBox021201C	BoxNpc	田锋	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss201_c	6			-1							2	9		10376		2	40	10	1	5
BossBox021202C	BoxNpc	老管家	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss202_c	6			-1							2	9		10376		2	40	10	1	5
BossBox021203C	BoxNpc	鲍梦婕	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss203_c	6			-1							2	9		10376		2	40	10	1	5
BossBox021204C	BoxNpc	薛仁	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss204_c	6			-1							2	9		10376		2	40	10	1	5
BossBox021205C	BoxNpc	郭棣	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss205_c	6			-1							2	9		10376		2	40	10	1	5
BossBox021206C	BoxNpc	吴真	npc\itemboxnpc003		161		3		3	interact041	5000	QingYBoss206_c	6			-1							2	9		10376		2	40	10	1	5
		//地狱																														
BossBox021301C	BoxNpc	田锋	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss301_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021302C	BoxNpc	老管家	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss302_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021303C	BoxNpc	鲍梦婕	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss303_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021304C	BoxNpc	薛仁	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss304_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021305C	BoxNpc	郭棣	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss305_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021306C	BoxNpc	吴真	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss306_c	6			-1							2	9		10376		2	48	10	1	5
BossBox021308C	BoxNpc	仇恨天	npc\itemnpc590		161		3		3	interact041	5000	QingYBoss309_c	6			-1							2	9		10376		2	48	10	1	5
		//修罗61-70																														
BossBox021601C	BoxNpc	田锋	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss601_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021602C	BoxNpc	老管家	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss602_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021603C	BoxNpc	鲍梦婕	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss603_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021604C	BoxNpc	薛仁	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss604_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021605C	BoxNpc	郭棣	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss605_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021606C	BoxNpc	吴真	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss606_c	6			-1							2	9		10376		2	65	10	1	5
BossBox021608C	BoxNpc	仇恨天	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss609_c	6			-1							2	9		10376		2	65	10	1	5
		//修罗71-																														
BossBox021701C	BoxNpc	田锋	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss701_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021702C	BoxNpc	老管家	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss702_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021703C	BoxNpc	鲍梦婕	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss703_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021704C	BoxNpc	薛仁	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss704_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021705C	BoxNpc	郭棣	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss705_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021706C	BoxNpc	吴真	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss706_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021708C	BoxNpc	仇恨天	npc\itemnpc591		161		3		3	interact041	5000	QingYBoss709_c	6			-1							2	9		10376		2	75	10	1	5
		//修罗镇派阶段																														
BossBox021801C	BoxNpc	田锋	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss801_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021802C	BoxNpc	老管家	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss802_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021803C	BoxNpc	鲍梦婕	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss803_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021804C	BoxNpc	薛仁	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss804_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021805C	BoxNpc	郭棣	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss805_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021806C	BoxNpc	吴真	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss806_c	6			-1							2	9		10376		2	75	10	1	5
BossBox021808C	BoxNpc	仇恨天	npc\itemnpc591		161		3		3	interact041	5000	Comb_QingYBoss809_c	6			-1							2	9		10376		2	75	10	1	5
		//孔雀山庄阶段一																														
		//普通																														
BossBox001001A	BoxNpc	吕尸华	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss001	6			-1							2	9				2	48	9	1	5
BossBox001002A	BoxNpc	汤野	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss002	6			-1							2	9				2	48	9	1	5
BossBox001003A	BoxNpc	杜铁芯	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss003	6			-1							2	9				2	48	9	1	5
BossBox001004A	BoxNpc	龙孟	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss004	6			-1							2	9				2	48	9	1	5
BossBox001005A	BoxNpc	狗郎君	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss005	6			-1							2	9				2	48	9	1	5
BossBox001006A	BoxNpc	南霸天	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss006	6			-1							2	9				2	49	10	1	5
BossBox001007A	BoxNpc	西门煜	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss007	6			-1							2	9				2	49	10	1	5
BossBox001008A	BoxNpc	马鞭	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss008	6			-1							2	9				2	50	10	1	5
BossBox001009A	BoxNpc	麻蜂	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss009	6			-1							2	9				2	51	10	1	5
		//困难																														
BossBox001201A	BoxNpc	吕尸华	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss201	6			-1							2	9				2	56	9	1	5
BossBox001202A	BoxNpc	汤野	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss202	6			-1							2	9				2	56	9	1	5
BossBox001203A	BoxNpc	杜铁芯	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss203	6			-1							2	9				2	56	9	1	5
BossBox001204A	BoxNpc	龙孟	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss204	6			-1							2	9				2	56	9	1	5
BossBox001205A	BoxNpc	狗郎君	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss205	6			-1							2	9				2	56	9	1	5
BossBox001206A	BoxNpc	南霸天	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss206	6			-1							2	9				2	57	10	1	5
BossBox001207A	BoxNpc	西门煜	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss207	6			-1							2	9				2	57	10	1	5
BossBox001208A	BoxNpc	马鞭	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss208	6			-1							2	9				2	58	10	1	5
BossBox001209A	BoxNpc	麻蜂	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss209	6			-1							2	9				2	59	10	1	5
BossBox001210A	BoxNpc	海其阔	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss210	6			-1							2	9				2	59	10	1	5
BossBox001211A	BoxNpc	高涛	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss211	6			-1							2	9				2	59	10	1	5
BossBox001212A	BoxNpc	古淞	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss212	6			-1							2	9				2	59	10	1	5
BossBox001213A	BoxNpc	毛战	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss213	6			-1							2	9				2	59	10	1	5
		//地狱																														
BossBox001301A	BoxNpc	吕尸华	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss301	6			-1							2	9				2	62	9	1	5
BossBox001302A	BoxNpc	汤野	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss302	6			-1							2	9				2	62	9	1	5
BossBox001303A	BoxNpc	杜铁芯	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss303	6			-1							2	9				2	62	9	1	5
BossBox001304A	BoxNpc	龙孟	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss304	6			-1							2	9				2	62	9	1	5
BossBox001305A	BoxNpc	狗郎君	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss305	6			-1							2	9				2	62	9	1	5
BossBox001306A	BoxNpc	南霸天	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss306	6			-1							2	9				2	63	10	1	5
BossBox001307A	BoxNpc	西门煜	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss307	6			-1							2	9				2	63	10	1	5
BossBox001308A	BoxNpc	马鞭	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss308	6			-1							2	9				2	64	10	1	5
BossBox001309A	BoxNpc	麻蜂	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss309	6			-1							2	9				2	65	10	1	5
BossBox001310A	BoxNpc	海其阔	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss310	6			-1							2	9				2	65	10	1	5
BossBox001311A	BoxNpc	高涛	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss311	6			-1							2	9				2	65	10	1	5
BossBox001312A	BoxNpc	古淞	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss312	6			-1							2	9				2	65	10	1	5
BossBox001313A	BoxNpc	毛战	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss313	6			-1							2	9				2	65	10	1	5
BossBox001314A	BoxNpc	柳箐箐	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss314	6			-1							2	9				2	66	10	1	5
BossBox001315A	BoxNpc	穆道人	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss315	6			-1							2	9				2	70	10	1	5
																																
		//孔雀山庄阶段二																														
		//普通																														
BossBox001001B	BoxNpc	吕尸华	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss001_b	6			-1							2	9				2	48	9	1	5
BossBox001002B	BoxNpc	汤野	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss002_b	6			-1							2	9				2	48	9	1	5
BossBox001003B	BoxNpc	杜铁芯	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss003_b	6			-1							2	9				2	48	9	1	5
BossBox001004B	BoxNpc	龙孟	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss004_b	6			-1							2	9				2	48	9	1	5
BossBox001005B	BoxNpc	狗郎君	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss005_b	6			-1							2	9				2	48	9	1	5
BossBox001006B	BoxNpc	南霸天	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss006_b	6			-1							2	9				2	49	10	1	5
BossBox001007B	BoxNpc	西门煜	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss007_b	6			-1							2	9				2	49	10	1	5
BossBox001008B	BoxNpc	马鞭	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss008_b	6			-1							2	9				2	50	10	1	5
BossBox001009B	BoxNpc	麻蜂	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss009_b	6			-1							2	9				2	51	10	1	5
		//困难																														
BossBox001201B	BoxNpc	吕尸华	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss201_b	6			-1							2	9				2	56	9	1	5
BossBox001202B	BoxNpc	汤野	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss202_b	6			-1							2	9				2	56	9	1	5
BossBox001203B	BoxNpc	杜铁芯	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss203_b	6			-1							2	9				2	56	9	1	5
BossBox001204B	BoxNpc	龙孟	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss204_b	6			-1							2	9				2	56	9	1	5
BossBox001205B	BoxNpc	狗郎君	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss205_b	6			-1							2	9				2	56	9	1	5
BossBox001206B	BoxNpc	南霸天	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss206_b	6			-1							2	9				2	57	10	1	5
BossBox001207B	BoxNpc	西门煜	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss207_b	6			-1							2	9				2	57	10	1	5
BossBox001208B	BoxNpc	马鞭	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss208_b	6			-1							2	9				2	58	10	1	5
BossBox001209B	BoxNpc	麻蜂	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss209_b	6			-1							2	9				2	59	10	1	5
BossBox001210B	BoxNpc	海其阔	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss210_b	6			-1							2	9				2	59	10	1	5
BossBox001211B	BoxNpc	高涛	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss211_b	6			-1							2	9				2	59	10	1	5
BossBox001212B	BoxNpc	古淞	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss212_b	6			-1							2	9				2	59	10	1	5
BossBox001213B	BoxNpc	毛战	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss213_b	6			-1							2	9				2	59	10	1	5
		//地狱																														
BossBox001301B	BoxNpc	吕尸华	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss301_b	6			-1							2	9				2	62	9	1	5
BossBox001302B	BoxNpc	汤野	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss302_b	6			-1							2	9				2	62	9	1	5
BossBox001303B	BoxNpc	杜铁芯	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss303_b	6			-1							2	9				2	62	9	1	5
BossBox001304B	BoxNpc	龙孟	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss304_b	6			-1							2	9				2	62	9	1	5
BossBox001305B	BoxNpc	狗郎君	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss305_b	6			-1							2	9				2	62	9	1	5
BossBox001306B	BoxNpc	南霸天	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss306_b	6			-1							2	9				2	63	10	1	5
BossBox001307B	BoxNpc	西门煜	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss307_b	6			-1							2	9				2	63	10	1	5
BossBox001308B	BoxNpc	马鞭	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss308_b	6			-1							2	9				2	64	10	1	5
BossBox001309B	BoxNpc	麻蜂	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss309_b	6			-1							2	9				2	65	10	1	5
BossBox001310B	BoxNpc	海其阔	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss310_b	6			-1							2	9				2	65	10	1	5
BossBox001311B	BoxNpc	高涛	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss311_b	6			-1							2	9				2	65	10	1	5
BossBox001312B	BoxNpc	古淞	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss312_b	6			-1							2	9				2	65	10	1	5
BossBox001313B	BoxNpc	毛战	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss313_b	6			-1							2	9				2	65	10	1	5
BossBox001314B	BoxNpc	柳箐箐	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss314_b	6			-1							2	9				2	66	10	1	5
BossBox001315B	BoxNpc	穆道人	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss315_b	6			-1							2	9				2	70	10	1	5
																																
		//孔雀山庄阶段三																														
		//普通																														
BossBox001001C	BoxNpc	吕尸华	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss001_c	6			-1							2	9				2	48	9	1	5
BossBox001002C	BoxNpc	汤野	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss002_c	6			-1							2	9				2	48	9	1	5
BossBox001003C	BoxNpc	杜铁芯	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss003_c	6			-1							2	9				2	48	9	1	5
BossBox001004C	BoxNpc	龙孟	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss004_c	6			-1							2	9				2	48	9	1	5
BossBox001005C	BoxNpc	狗郎君	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss005_c	6			-1							2	9				2	48	9	1	5
BossBox001006C	BoxNpc	南霸天	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss006_c	6			-1							2	9				2	49	10	1	5
BossBox001007C	BoxNpc	西门煜	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss007_c	6			-1							2	9				2	49	10	1	5
BossBox001008C	BoxNpc	马鞭	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss008_c	6			-1							2	9				2	50	10	1	5
BossBox001009C	BoxNpc	麻蜂	npc\itemboxnpc002		161		3		3	interact041	5000	KongqBoss009_c	6			-1							2	9				2	51	10	1	5
		//困难																														
BossBox001201C	BoxNpc	吕尸华	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss201_c	6			-1							2	9				2	56	9	1	5
BossBox001202C	BoxNpc	汤野	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss202_c	6			-1							2	9				2	56	9	1	5
BossBox001203C	BoxNpc	杜铁芯	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss203_c	6			-1							2	9				2	56	9	1	5
BossBox001204C	BoxNpc	龙孟	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss204_c	6			-1							2	9				2	56	9	1	5
BossBox001205C	BoxNpc	狗郎君	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss205_c	6			-1							2	9				2	56	9	1	5
BossBox001206C	BoxNpc	南霸天	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss206_c	6			-1							2	9				2	57	10	1	5
BossBox001207C	BoxNpc	西门煜	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss207_c	6			-1							2	9				2	57	10	1	5
BossBox001208C	BoxNpc	马鞭	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss208_c	6			-1							2	9				2	58	10	1	5
BossBox001209C	BoxNpc	麻蜂	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss209_c	6			-1							2	9				2	59	10	1	5
BossBox001210C	BoxNpc	海其阔	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss210_c	6			-1							2	9				2	59	10	1	5
BossBox001211C	BoxNpc	高涛	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss211_c	6			-1							2	9				2	59	10	1	5
BossBox001212C	BoxNpc	古淞	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss212_c	6			-1							2	9				2	59	10	1	5
BossBox001213C	BoxNpc	毛战	npc\itemboxnpc003		161		3		3	interact041	5000	KongqBoss213_c	6			-1							2	9				2	59	10	1	5
		//地狱																														
BossBox001301C	BoxNpc	吕尸华	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss301_c	6			-1							2	9				2	62	9	1	5
BossBox001302C	BoxNpc	汤野	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss302_c	6			-1							2	9				2	62	9	1	5
BossBox001303C	BoxNpc	杜铁芯	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss303_c	6			-1							2	9				2	62	9	1	5
BossBox001304C	BoxNpc	龙孟	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss304_c	6			-1							2	9				2	62	9	1	5
BossBox001305C	BoxNpc	狗郎君	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss305_c	6			-1							2	9				2	62	9	1	5
BossBox001306C	BoxNpc	南霸天	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss306_c	6			-1							2	9				2	63	10	1	5
BossBox001307C	BoxNpc	西门煜	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss307_c	6			-1							2	9				2	63	10	1	5
BossBox001308C	BoxNpc	马鞭	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss308_c	6			-1							2	9				2	64	10	1	5
BossBox001309C	BoxNpc	麻蜂	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss309_c	6			-1							2	9				2	65	10	1	5
BossBox001310C	BoxNpc	海其阔	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss310_c	6			-1							2	9				2	65	10	1	5
BossBox001311C	BoxNpc	高涛	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss311_c	6			-1							2	9				2	65	10	1	5
BossBox001312C	BoxNpc	古淞	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss312_c	6			-1							2	9				2	65	10	1	5
BossBox001313C	BoxNpc	毛战	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss313_c	6			-1							2	9				2	65	10	1	5
BossBox001314C	BoxNpc	柳箐箐	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss314_c	6			-1							2	9				2	66	10	1	5
BossBox001315C	BoxNpc	穆道人	npc\itemnpc590		161		3		3	interact041	5000	KongqBoss315_c	6			-1							2	9				2	70	10	1	5
		//修罗61-70																														
BossBox001401C	BoxNpc	吕尸华	npc\itemnpc591		161		3		3	interact041	5000	KongqBoss401_c	6			-1							2	9				2	65	9	1	5
BossBox001402C	BoxNpc	汤野	npc\itemnpc591		161		3		3	interact041	5000	KongqBoss402_c	6			-1							2	9				2	65	9	1	5
BossBox001403C	BoxNpc	杜铁芯	npc\itemnpc591		161		3		3	interact041	5000	KongqBoss403_c	6			-1							2	9				2	65	9	1	5
BossBox001404C	BoxNpc	龙孟	npc\itemnpc591		161		3		3	interact041	5000	KongqBoss404_c	6			-1							2	9				2	65	9	1	5
BossBox001405C	BoxNpc	狗郎君	npc\itemnpc591		161		3		3	interact041	5000	KongqBoss405_c	6			-1							2	9				2	65	9	1	5
